Cost,ChargingPoints,PayAtLocation,MembershipRequired,AccessKeyRequired,IsOperational,Latitude,Longitude,Operator,ConnectionType,PowerOutput,CurrentType,ChargingPoints_Flag,PopulationDensity,DistanceToHighway,DailyTrafficVolume,NearbyRestaurants,NearbyShoppingCenters,ParkingCapacity,LandUseType,MedianIncome,ClimateZone,PeakHours,AvgChargingDuration,DailyUtilizationRate,WeeklyPeakDay,InstallationDate,MostCommonEVModel,AvgBatteryCapacity,MaxChargingSpeed
Unknown,1,Unknown,Unknown,Unknown,Unknown,-41.251906,147.2166221,Chargefox,Type 2 (Socket Only),,Unknown,1,3000.255517588484,1.5010987687998305,11905,8,0,16,Commercial,84846.4342808794,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",53.25332162759675,0.43607951491409813,Friday,2019-06-27 01:26:41.168907072,BYD Atto 3,67.19362727109934,8.504940005821597
Unknown,1,Unknown,Unknown,Unknown,Unknown,-42.8484746,147.2968239,Unknown,Unknown,,Unknown,0,2478.4641821091222,2.0289141161452253,8644,8,2,7,Mixed Use,65264.76250491362,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",41.5242785240289,0.5794150483651522,Monday,2020-08-01 02:41:35.382817072,Tesla Model 3,83.7311361809415,19.308397617937366
Unknown,4,Unknown,Unknown,Unknown,Unknown,-28.0353151,153.4275587,Evie Networks,Unknown,,Unknown,0,2643.3453579619218,2.623320878601459,19779,6,1,7,Public Use,82009.52931766088,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",66.67970727897128,0.6272950443299824,Tuesday,2022-10-22 21:10:50.146113392,Tesla Model 3,74.08155886980428,10.59636601738519
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.9195544,151.0669461,BP Pulse,CHAdeMO,,Unknown,1,2481.2561112058306,0.25166229546498997,5989,6,2,10,Mixed Use,74658.06159297582,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",42.50553089699311,0.33871817664864823,Wednesday,2023-06-26 06:33:52.495616608,Tesla Model Y,71.38578545038523,76.00986939023753
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8808068,145.0225411,Foxcharger,Unknown,,Unknown,1,2724.053934850466,2.1874918469099054,16449,3,0,6,Mixed Use,80422.23971054444,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",54.90367020673191,0.4939147825262424,Thursday,2022-03-11 19:46:40.467562832,Tesla Model 3,72.99854352785503,16.011624449394585
Unknown,2,Unknown,Unknown,Unknown,Unknown,-27.2290784,152.9908938,Woolworths,CHAdeMO,,Unknown,0,3061.742494516086,0.4218181591111419,14167,7,0,8,Mixed Use,70099.65649826278,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",62.695442568527376,0.6499074452102297,Thursday,2021-10-17 18:18:18.305084752,MG ZS EV,67.94963921331849,58.69179804825787
Unknown,1,Unknown,Unknown,Unknown,Unknown,-42.092485,148.2422011,Unknown,Unknown,,Unknown,1,2214.3792848091475,1.4800884860250254,15688,7,2,7,Activity Centre,68156.1397389917,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",74.13863369018699,0.519225629550798,Wednesday,2023-07-25 01:44:21.601402704,Tesla Model 3,67.39918459512434,18.074179555095302
Unknown,1,Unknown,Unknown,Unknown,Unknown,-42.8870084,147.8145103,Unknown,Unknown,,Unknown,1,3691.2675563986063,2.9228573756752017,8081,8,2,17,Activity Centre,84918.552077421,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",58.243370425031934,0.34406806751222996,Wednesday,2022-01-30 07:00:48.392752784,Polestar 2,82.29823500655664,18.07553661313915
Unknown,4,Unknown,Unknown,Unknown,Unknown,-29.0560795,152.017583,Tesla Supercharger,Unknown,,Unknown,0,2025.97158685193,1.5687809649781939,17163,7,1,18,Industrial,69088.11822801645,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",37.842466593685025,0.4403825090031297,Wednesday,2023-04-21 03:25:21.215663360,Tesla Model 3,74.27350271198998,17.07954726336616
Unknown,1,Unknown,Unknown,Unknown,Unknown,-34.7184231,150.0006494,BP Pulse,CHAdeMO,,Unknown,1,3344.6959196737444,0.4955895124244152,19202,3,1,6,Commercial,82057.45419682375,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",71.58174107311008,0.39660134533455493,Monday,2021-09-18 23:07:49.199298656,BYD Atto 3,75.10101606419829,88.84973044132907
Unknown,1,Unknown,Unknown,Unknown,Unknown,-26.6591762,150.1871448,Yurika,Type 2 (Socket Only),,Unknown,1,3617.2874412390606,2.8330101415985887,11408,3,0,11,Industrial,81104.6092086645,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",55.84908506763951,0.5179824732189288,Friday,2021-08-11 13:33:50.391583872,Tesla Model 3,73.17207498830116,21.004534567915876
Unknown,2,Unknown,Unknown,Unknown,Unknown,-34.0678179,150.7889593,Chargefox,Unknown,,Unknown,0,2735.670017217659,2.9013545894813,10212,7,1,10,Public Use,73642.9586133058,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",78.12436408331976,0.3285156483421849,Thursday,2019-08-11 22:12:16.411455292,Tesla Model 3,64.60113960588933,14.483711667297724
Unknown,1,Unknown,Unknown,Unknown,Unknown,-31.8778574,118.1491738,Unknown,Unknown,,Unknown,1,3688.8859412877987,1.3665892446639487,18856,5,0,11,Residential,71706.39012172645,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",60.36060766015044,0.3029624347899054,Friday,2021-12-29 07:02:29.386323792,Tesla Model Y,63.896275823006015,8.868504118397796
Unknown,6,Unknown,Unknown,Unknown,Unknown,-36.3843671,145.4009851,Tesla Supercharger,Unknown,,Unknown,0,2752.6436946529616,0.24232936881946432,6540,8,1,6,Activity Centre,81492.34205554055,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",36.0234979564128,0.32822616684051137,Thursday,2022-11-19 14:45:22.618351856,Tesla Model 3,63.27254205081677,10.676313356075152
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.228002,144.3398434,Unknown,Type 2 (Socket Only),,Unknown,1,2219.4753993057116,2.94851005741054,5915,9,2,13,Public Use,65463.51731521751,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",81.52916509516871,0.46768598559623603,Friday,2021-07-19 02:23:04.453535952,Tesla Model 3,82.12354231802038,12.777694777208318
Unknown,1,Unknown,Unknown,Unknown,Unknown,-41.426075,146.1800703,Unknown,Type 2 (Socket Only),,Unknown,0,3673.750102393818,0.7822490602008689,15717,9,2,11,Mixed Use,72046.64477039326,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",78.75451961690715,0.4215610397891123,Monday,2022-07-29 13:15:19.462302752,Tesla Model 3,83.89032925484632,19.44825362419841
Unknown,1,Unknown,Unknown,Unknown,Unknown,-34.0532156,150.8236391,BP Pulse,Unknown,,Unknown,1,3113.856651361057,0.9000560014994572,13916,5,2,14,Commercial,84368.85878638885,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",68.91021181140148,0.3986640338532856,Friday,2020-10-23 07:25:12.799532440,Tesla Model 3,81.27024193163406,17.078642453495533
Unknown,1,Unknown,Unknown,Unknown,Unknown,-34.8885406,138.6731222,Jolt,Unknown,,Unknown,1,2689.328061236081,0.6504505857512479,12377,5,1,7,Public Use,71651.33552152509,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",54.61951899872096,0.3083759703323106,Monday,2023-12-13 22:24:53.863237888,Tesla Model 3,69.06033700975912,10.473439022448039
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.908123,145.1319018,Unknown,Unknown,,Unknown,0,2335.5592019252135,2.2553259209876892,14310,6,2,14,Activity Centre,76531.80210595147,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",62.3405881316606,0.454234695292844,Thursday,2021-09-20 00:43:45.832846288,Tesla Model 3,71.35546727071596,19.290491219024656
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.7955368,151.2559187,BP Pulse,Unknown,,Unknown,1,2772.703469072459,1.6618227138028294,19082,7,1,5,Public Use,72284.2018453158,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",42.00031774555008,0.5199838026338494,Friday,2022-11-03 14:46:13.115137360,Tesla Model 3,73.30050549378419,18.836453262024698
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.9388196,151.0177286,BP Pulse,Unknown,,Unknown,1,3610.547590089964,2.596856128315668,11775,6,0,10,Activity Centre,75669.1973218535,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",48.2810601067991,0.4476384238852952,Monday,2020-02-08 04:26:47.481005264,Polestar 2,68.0126740835328,14.158594224099469
Unknown,2,Unknown,Unknown,Unknown,Unknown,-32.7833007,151.7371187,BP Pulse,CHAdeMO,,Unknown,0,2308.1159879004977,0.41836039830584276,18663,8,0,9,Public Use,80520.65133941293,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",58.36078352644068,0.34451910209667413,Tuesday,2023-05-23 03:23:40.222092352,Tesla Model 3,68.08709125246979,57.628970591820504
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.713676,151.298355,Jolt,Unknown,,Unknown,0,2159.433971420538,1.354486624457944,9342,2,1,8,Mixed Use,66394.15276852841,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",50.790225590317746,0.3237982788963721,Tuesday,2019-01-06 07:59:43.167738164,BYD Atto 3,63.466118355061795,14.820049152877045
Unknown,2,Unknown,Unknown,Unknown,Unknown,-33.6899794,151.1061283,BP Pulse,Unknown,,Unknown,0,2587.320514781311,1.7597661416563684,8268,4,2,13,Public Use,69048.6121365168,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",78.91524936322261,0.4239741680304531,Tuesday,2023-09-10 00:05:53.477498560,BYD Atto 3,84.47185462839056,16.212192459994107
Unknown,1,Unknown,Unknown,Unknown,Unknown,-26.6312341,152.9607488,BP Pulse,Unknown,,Unknown,1,2860.356562193414,2.4244505684013347,6320,6,2,11,Industrial,69588.98310694512,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",54.9410591691272,0.5334892138934748,Thursday,2019-10-23 10:56:27.492694332,Tesla Model Y,62.07211483286468,14.867026883600149
Unknown,2,Unknown,Unknown,Unknown,Unknown,-28.8613732,153.5159181,BP Pulse,Unknown,,Unknown,0,2671.172644596923,1.3022089356410027,16391,2,0,14,Activity Centre,79498.27967359121,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",46.80592955984475,0.5877439804348432,Monday,2021-05-25 16:49:56.142606672,Tesla Model 3,68.16274570073972,7.07412875819237
Unknown,2,Unknown,Unknown,Unknown,Unknown,-33.8591188,151.2077898,City of Sydney,Unknown,,Unknown,0,2085.6262903456254,2.1522875639748382,8266,3,0,7,Activity Centre,83088.51890443165,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",55.72225061191918,0.6551379989070583,Monday,2022-01-17 11:49:28.790181184,Polestar 2,61.19068599278308,18.365253639555934
Unknown,2,Unknown,Unknown,Unknown,Unknown,-27.4221557,153.0344427,Evie Networks,Unknown,,Unknown,0,3768.4051263765373,0.4300927809421346,7700,2,1,19,Commercial,66791.4620401287,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",50.4975559615363,0.3847101853854494,Wednesday,2020-06-11 23:32:13.606078320,Tesla Model 3,81.63817999455163,17.505358900027915
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.8755065,151.1993723,NRMA,Unknown,,Unknown,1,3074.2496178793886,0.9857012352095439,9022,2,2,11,Commercial,74351.44486881839,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",86.98949941870725,0.6406504780628942,Monday,2022-07-01 19:40:46.990064304,BYD Atto 3,72.76802541369098,11.430728737084085
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.319776,149.1389146,Evie Networks,CHAdeMO,,Unknown,1,3440.3371029708806,2.345988762111217,15365,2,1,10,Commercial,65637.39687157623,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",65.59616238526387,0.36017920704297385,Thursday,2022-10-25 00:22:43.413208656,Tesla Model Y,74.50815789231963,60.604601918136375
Unknown,1,Unknown,Unknown,Unknown,Unknown,-36.4400211,146.2497942,BP Pulse,Unknown,,Unknown,1,2565.1266611247784,0.7804364812359484,7568,6,1,9,Public Use,65395.39615397261,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",50.23509510045776,0.5538451689113302,Monday,2020-06-17 07:31:56.773816488,Tesla Model 3,83.719963407448,19.095577614363265
Unknown,4,Unknown,Unknown,Unknown,Unknown,-37.8467311,144.8092326,AmpCharge,CHAdeMO,,Unknown,0,2405.0433778021843,0.37331669028030967,14145,9,1,17,Public Use,81898.49476589858,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",49.365634773908944,0.471216371099813,Monday,2019-02-28 15:56:54.845119813,Tesla Model Y,84.99174617068513,55.344735746910345
Unknown,1,Unknown,Unknown,Unknown,Unknown,-36.354976,146.3224917,Evie Networks,CHAdeMO,,Unknown,1,3089.065163727466,2.7293293715085944,5219,8,2,19,Commercial,70071.31960654096,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",30.194978115375267,0.5872894287064515,Monday,2019-10-02 02:57:34.821741672,Tesla Model Y,67.2511584574672,69.30989610380803
Unknown,4,Unknown,Unknown,Unknown,Unknown,-37.8126532,145.0102415,Unknown,Unknown,,Unknown,0,2452.4761012344666,1.7296094048277104,6167,8,1,7,Mixed Use,83800.35087594249,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",66.412496255149,0.5172039635299103,Monday,2022-09-08 02:01:11.537112800,Tesla Model 3,65.54925668631529,21.891728828159515
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8252377,144.6830044,Unknown,"Type 2 (Socket Only), CHAdeMO",,Unknown,1,3618.5153142366394,0.17915205568496442,18568,6,0,5,Industrial,68090.03378908912,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",50.65744757102045,0.42195289954281767,Thursday,2022-10-13 06:47:20.444184688,Hyundai Kona Electric,64.73147682851926,20.500307512243666
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8755074,145.1645031,Engie,CHAdeMO,,Unknown,1,3967.669519083743,1.93872385553462,12512,3,2,16,Residential,77081.75560624019,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",78.21013941565192,0.6915571503650579,Thursday,2019-09-27 20:33:48.287551140,MG ZS EV,74.25585606319679,86.32680610328217
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.1582148,147.4595905,"Tesla, Inc.",Unknown,,Unknown,0,2104.632379822707,2.428259838524793,12912,8,1,15,Mixed Use,66709.46012881007,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",89.6652063537959,0.3122489689765522,Wednesday,2021-04-10 21:40:17.533606080,MG ZS EV,64.74733077048549,14.518975454567542
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.7620961,151.2725439,Jolt,Unknown,,Unknown,0,3273.0480933021613,2.0813135210419937,11836,8,1,7,Residential,72380.06944960328,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",72.85194793476012,0.6903938999773406,Thursday,2021-01-18 18:32:36.750438344,Polestar 2,76.09896084820615,16.95549905926249
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.7194247,151.2986321,Jolt,Unknown,,Unknown,0,3168.668077226292,2.3504466504375987,19803,8,2,9,Public Use,78952.43150296698,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",38.569274037855095,0.6476226614619197,Wednesday,2022-12-28 00:19:21.426066640,Polestar 2,67.87741973188554,19.83886973487805
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8323149,140.7933056,Unknown,Type 2 (Socket Only),,Unknown,1,2091.244967580769,0.35641161858623893,16494,5,1,16,Commercial,77885.94193588808,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",89.6746509352318,0.4844938681604478,Friday,2020-06-29 01:07:19.742840448,BYD Atto 3,68.51666288224078,20.50086379796938
Unknown,1,Unknown,Unknown,Unknown,Unknown,-42.9031473,147.3365246,Kempower,CHAdeMO,,Unknown,1,2018.0168134056153,1.4612876448104437,18536,9,1,8,Public Use,77764.90108863819,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",56.7971342646512,0.4083725840041245,Monday,2022-05-11 14:55:28.579777920,Tesla Model 3,71.56676778890308,63.56553231069328
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.5302783,144.8805475,EVlink,Unknown,,Unknown,0,2092.9733275553367,2.1088692834067437,10396,5,0,7,Commercial,68839.65043025663,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",76.22232783157095,0.5839115733222875,Wednesday,2020-04-30 07:34:28.264173000,Hyundai Kona Electric,71.63969579948989,20.294372674235873
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.869384,151.1077617,Jolt,Unknown,,Unknown,1,3466.885052123071,2.185301471277062,7873,4,0,10,Residential,73142.33073562446,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",36.91761753728086,0.6495882266934152,Wednesday,2020-10-08 09:01:59.929865576,Hyundai Kona Electric,77.69123191094559,14.154629267047568
Unknown,1,Unknown,Unknown,Unknown,Unknown,-34.4033184,150.8914532,BP Pulse,Unknown,,Unknown,1,3750.575650026918,1.9099483633716785,11067,6,1,10,Residential,81403.29644627913,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",74.35410333140048,0.6023542235178896,Friday,2023-06-28 09:45:45.762711872,Tesla Model 3,67.03600091625844,14.471578103426753
Unknown,2,Unknown,Unknown,Unknown,Unknown,-19.2439428,146.8092559,EVUp,Unknown,,Unknown,0,2450.011570497716,1.271773650186659,7090,9,1,17,Residential,77887.8205484141,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",60.240354412118386,0.6835749530219366,Thursday,2023-12-11 19:13:00.596142624,Tesla Model Y,74.94016104477207,21.694332054587466
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.9027063,138.6577314,Unknown,Unknown,,Unknown,1,3266.3032235028554,0.4923200403843023,15938,8,2,16,Activity Centre,72196.05128476706,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",43.90984332813802,0.681981429154906,Wednesday,2023-03-28 16:14:35.277615440,BYD Atto 3,68.93276522999255,17.557807765308855
Unknown,2,Unknown,Unknown,Unknown,Unknown,-33.8196728,151.0212095,BP Pulse,Unknown,,Unknown,0,2262.8490633774454,1.8249309081251177,8948,2,1,14,Residential,65979.04217895182,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",88.28235703078607,0.5929299325791725,Tuesday,2023-06-04 22:34:59.824663952,MG ZS EV,77.92449089014848,8.436737519001538
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.5811281,144.7243495,Get Electric,Unknown,,Unknown,1,2584.362197169688,0.4636434545092857,11994,5,0,17,Mixed Use,74122.78925742484,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",41.29833470385663,0.346336352954435,Tuesday,2019-04-29 09:29:46.323787260,Tesla Model 3,81.73566624739891,13.747152653779292
Unknown,6,Unknown,Unknown,Unknown,Unknown,-35.4161685,149.0642995,Tesla Supercharger,Unknown,,Unknown,0,3206.966077096094,2.8630949674899724,10549,6,1,11,Commercial,71838.82057808214,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",84.42508659996705,0.4139631404584499,Friday,2023-02-19 08:16:33.103448288,Tesla Model 3,79.37274869764718,17.707123222961908
Unknown,9,Unknown,Unknown,Unknown,Unknown,-27.4995659,152.9723139,Tesla Supercharger,Unknown,,Unknown,0,3288.1359998083094,0.231430895377486,13649,2,2,18,Industrial,72740.88484500193,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",77.11486141771321,0.6707418553256116,Thursday,2019-09-25 17:21:55.020455876,Tesla Model 3,71.2840675512562,11.567605854360982
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.7309136,150.9735895,"Tesla, Inc.",Unknown,,Unknown,0,3593.451193154567,2.7839114936297613,17747,3,1,6,Commercial,75394.90479099251,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",36.0291349745649,0.6430677805817302,Wednesday,2020-09-05 07:27:44.289888960,Tesla Model Y,60.11627246378305,15.83183244239627
Unknown,4,Unknown,Unknown,Unknown,Unknown,-34.4143916,150.8999909,"Tesla, Inc.",Unknown,,Unknown,0,2871.527714097181,0.9724590244516227,14765,6,2,10,Activity Centre,74028.72586807757,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",87.83698627641364,0.40217673365028767,Tuesday,2019-10-18 02:56:44.324956168,Tesla Model 3,82.04699205500759,16.117429238504755
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.675634,137.0674367,"Tesla, Inc.",Unknown,,Unknown,0,3644.7014188367525,1.15276363851727,19821,8,1,12,Industrial,66447.66711966068,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",46.295237683295106,0.5797801784508084,Wednesday,2022-08-23 02:02:02.033898320,BYD Atto 3,67.23702289152017,13.400985333769407
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.9420423,145.1679215,Unknown,Unknown,,Unknown,1,3396.7516398932335,2.6946165802907998,18666,5,0,8,Industrial,72906.35490399902,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",48.427884199267254,0.5711109687267298,Monday,2022-10-25 00:22:43.413208656,Tesla Model Y,80.531847700778,14.363529967535964
Unknown,6,Unknown,Unknown,Unknown,Unknown,-27.5778291,153.1139672,Tesla Supercharger,Unknown,,Unknown,0,3640.44864473235,0.2156686154343114,12711,6,0,8,Commercial,84844.77978951947,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",52.91710453275324,0.5917816159639723,Monday,2021-11-13 10:16:54.143775568,Tesla Model 3,66.62902426579204,19.729074881332807
Unknown,2,Unknown,Unknown,Unknown,Unknown,-33.9205413,151.1911399,Jolt,Unknown,,Unknown,0,3209.7948326297533,1.9483808305367847,14305,5,2,7,Commercial,75816.82629181842,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",66.74841707423464,0.5587480819586491,Wednesday,2022-02-23 19:47:30.964348336,Tesla Model 3,71.75107019245222,14.533523693717996
Unknown,2,Unknown,Unknown,Unknown,Unknown,-27.0420869,152.9754203,AmpCharge,Unknown,,Unknown,0,2788.9089243043704,2.0176887755026325,19573,3,0,14,Activity Centre,68596.11259646848,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",62.67131846709836,0.6350867800398337,Wednesday,2022-03-17 03:46:23.635300992,BYD Atto 3,78.2096079242355,12.557973798417766
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.8747893,151.2463108,Unknown,Unknown,,Unknown,1,2437.6696972708455,0.2214263117117758,18393,3,0,15,Mixed Use,79539.7555686316,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",88.45667803826457,0.3146601381935517,Wednesday,2023-09-19 14:29:23.179427232,Polestar 2,62.95323133357494,8.813298800272419
Unknown,2,Unknown,Unknown,Unknown,Unknown,-42.832093,147.2717452,Unknown,Unknown,,Unknown,0,3861.9779405686877,1.5503945427888584,19161,2,2,7,Public Use,75543.79594523211,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",49.48026143617478,0.6135249762809677,Wednesday,2023-02-23 14:40:19.637638816,Tesla Model Y,75.39953836311048,11.69455277997962
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.5345631,144.898136,BP Pulse,Unknown,,Unknown,1,3241.438650946517,0.25013331275140094,16832,8,1,8,Public Use,72843.93744471346,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",76.1534967653225,0.5595519578379585,Tuesday,2019-11-02 01:19:57.194623028,MG ZS EV,72.73241279917397,17.835958830982005
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.9563337,151.2265681,Jolt,Unknown,,Unknown,0,3102.948217047042,2.647861741749494,15020,9,0,9,Activity Centre,83447.91673997257,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",68.84187781547148,0.601063208333037,Tuesday,2022-12-08 19:32:22.022209248,Tesla Model 3,62.43181715979507,10.489354011114326
Unknown,2,Unknown,Unknown,Unknown,Unknown,-38.2207078,145.0612105,Unknown,Type 2 (Socket Only),,Unknown,0,3798.237188154622,2.0565735411338055,12788,4,2,14,Public Use,67966.4100563723,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",32.74574362547676,0.30951646452834064,Wednesday,2022-07-21 00:27:46.393921696,Tesla Model Y,84.27599193461279,19.172277322507387
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.3683136,144.9044702,Unknown,CHAdeMO,,Unknown,1,2173.4050940429843,2.080673584627732,11426,7,1,13,Industrial,69754.23768342122,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",44.25695837242924,0.5936799680307006,Tuesday,2022-05-19 02:07:05.014611344,Tesla Model Y,65.44066406919771,60.351032922102114
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.1827215,143.3996537,Unknown,Unknown,,Unknown,1,2494.898999851653,1.4829430997516269,7431,6,1,17,Activity Centre,65635.22781885172,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",80.71403273246571,0.4820502425876838,Monday,2021-04-04 12:04:37.732320288,Hyundai Kona Electric,65.37535356866674,13.722321307763606
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.7404408,142.0245584,Evie Networks,CHAdeMO,,Unknown,0,3185.7583771653262,0.11931747082401807,13757,8,0,13,Public Use,76265.17032218425,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",80.87262958327591,0.35861423932310504,Tuesday,2020-12-24 04:09:57.545295152,Tesla Model 3,74.44466256117722,51.87249067888933
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.9191889,147.7230181,Evie Networks,CHAdeMO,,Unknown,0,3302.372557927553,1.2232021340242374,14006,2,1,14,Mixed Use,70377.19848493952,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",68.0100669869177,0.5887299659362395,Thursday,2023-05-25 06:35:33.489187616,Tesla Model 3,64.06555256375836,63.614461972296645
Unknown,1,Unknown,Unknown,Unknown,Unknown,-36.784243,145.154243,Evie Networks,CHAdeMO,,Unknown,1,3272.8190273051277,1.9190348087379792,10539,7,1,5,Activity Centre,72825.9894999895,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",46.369163450877856,0.3365408694246033,Thursday,2022-02-14 05:24:01.262419648,MG ZS EV,76.90222265017316,59.0454592086891
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.9132563,145.2184081,Chargefox,Unknown,,Unknown,1,3791.902584927709,2.613492673508484,15958,9,1,18,Activity Centre,69892.01907115572,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",46.27160463996053,0.693920368079213,Monday,2021-06-07 12:01:15.745178256,MG ZS EV,64.06880681064595,9.171854858671631
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8986283,145.2304685,Jolt,CHAdeMO,,Unknown,1,2154.0300441467302,2.3846859807245795,17237,3,1,18,Public Use,81742.407498247,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",47.19578838483745,0.5929695654217955,Tuesday,2022-01-21 18:13:15.324371712,Tesla Model 3,63.69414895766467,65.53010705645168
