ID,Title,Latitude,Longitude,AccessComments,WheelchairAccess,Connectors,City,Temperature,Humidity,WindSpeed,DayOfWeek,HourOfDay,IsHoliday,DateCollected,CurrentDemand,WeatherMain_Clear,WeatherMain_Clouds,WeatherMain_Rain,TrafficDensity_High,TrafficDensity_Low,TrafficDensity_Medium,Season_Autumn,LagDemand_1hr,LagDemand_2hr,DayOfWeek_Num,TotalDemand
155546,Sundance Apartments,-31.89732867830553,115.7595320223254,,N/A,1,,25.03,41,5.3,Wednesday,2,False,2025-04-30,50,True,False,False,False,True,False,True,,,2,50
155725,Kent Street,-32.27613083950689,115.73170060698915,,N/A,1,Rockingham,23.19,44,0.45,Wednesday,2,False,2025-04-30,94,True,False,False,False,True,False,True,,,2,94
155820,McDonalds Forrestdale,-32.144116800000226,115.97396209999556,,N/A,1,,23.84,41,6.69,Wednesday,2,False,2025-04-30,59,True,False,False,False,False,True,True,,,2,59
155842,Lakeside Cinema,-31.742737409688292,115.76718203734212,,N/A,1,,24.79,42,5.09,Wednesday,2,False,2025-04-30,15,True,False,False,False,True,False,True,,,2,15
156019,Clarkson Nissan ,-31.68809762511073,115.7161756692653,,N/A,1,,25.24,37,4.87,Wednesday,2,False,2025-04-30,36,True,False,False,False,False,True,True,,,2,36
156052,CD Dodd,-31.97294082811414,115.98907588052926,,N/A,2,Perth,24.28,40,6.69,Wednesday,2,False,2025-04-30,26,True,False,False,False,True,False,True,,,2,26
156173,Ellenbrook Central,-31.783066643431578,115.97051468688619,,N/A,2,,24.42,40,5.66,Wednesday,2,False,2025-04-30,93,True,False,False,True,False,False,True,,,2,93
156174,Edgecombe Brothers,-31.795210554294098,115.99853463481739,,N/A,1,Aveley,24.62,40,5.66,Wednesday,2,False,2025-04-30,30,True,False,False,False,False,True,True,,,2,30
156175,Swan City DC Charger,-31.886353399634253,116.00339496519044,,N/A,3,Midland,24.62,41,5.66,Wednesday,2,False,2025-04-30,60,True,False,False,False,True,False,True,,,2,60
156184,Midland City Nissan,-31.891951355458772,116.01811740022458,,N/A,1,,24.56,41,5.66,Wednesday,2,False,2025-04-30,45,True,False,False,True,False,False,True,,,2,45
156185,Rowland St Car Park - REV subiaco ,-31.949523738615166,115.82315269868431,,N/A,1,,24.67,39,6.69,Wednesday,2,False,2025-04-30,68,True,False,False,True,False,False,True,,,2,68
156186,Tang Computers,-31.90654180015615,115.82812853168308,,N/A,1,osborne park,24.92,40,5.66,Wednesday,2,False,2025-04-30,28,True,False,False,True,False,False,True,,,2,28
156247,CPP Mayfair St,-31.9474687574798,115.84121108698467,,N/A,1,,24.55,39,6.69,Wednesday,2,False,2025-04-30,57,True,False,False,True,False,False,True,,,2,57
156248,CPP Regal Place,-31.95299016062215,115.87730279047679,,N/A,1,,24.67,40,6.69,Wednesday,2,False,2025-04-30,45,True,False,False,False,False,True,True,,,2,45
156251,Garden City Shopping Centre,-32.034642790058726,115.83481653094255,,N/A,1,Melville City,24.32,38,6.69,Wednesday,2,False,2025-04-30,51,True,False,False,True,False,False,True,,,2,51
156252,Sabina Appartments ,-32.011964644149295,115.85021724873448,,N/A,1,,24.57,39,6.69,Wednesday,2,False,2025-04-30,56,True,False,False,False,False,True,True,,,2,56
156254,"Woolworths,  Mt Pleasant ",-32.016031144615816,115.8432043135993,,N/A,2,Perth,24.52,38,6.69,Wednesday,2,False,2025-04-30,23,True,False,False,True,False,False,True,,,2,23
156256,CPP Perth Concert Hall,-31.95857146833736,115.86358227192068,,N/A,1,Perth,24.7,40,6.69,Wednesday,2,False,2025-04-30,88,True,False,False,False,True,False,True,,,2,88
156257,Bassendean Child Health Centre,-31.903624353028743,115.95016778457533,,N/A,1,,24.65,40,5.66,Wednesday,2,False,2025-04-30,31,True,False,False,False,False,True,True,,,2,31
156312,CPP - PCEC,-31.95537674384358,115.84790300821453,,N/A,1,,24.63,40,6.69,Wednesday,2,False,2025-04-30,20,True,False,False,False,False,True,True,,,2,20
156358,Morley City Hyundai,-31.90212051387122,115.90401325385636,,N/A,1,,24.63,41,5.66,Wednesday,2,False,2025-04-30,85,True,False,False,False,False,True,True,,,2,85
156359,Morley City Nissan,-31.902143395175678,115.90491020836465,,N/A,1,,24.63,41,5.66,Wednesday,2,False,2025-04-30,100,True,False,False,False,True,False,True,,,2,100
156360,Osborne Park Nissan,-31.90571781716487,115.81021062109228,,N/A,1,,25.02,40,5.66,Wednesday,2,False,2025-04-30,46,True,False,False,False,True,False,True,,,2,46
156361,Osborne Park Hyundai,-31.905269149199228,115.80909029387806,,N/A,1,,25.02,40,5.66,Wednesday,2,False,2025-04-30,95,True,False,False,True,False,False,True,,,2,95
156430,DFO Perth,-31.939845427827045,115.94895311025994,,N/A,2,Perth Airport,24.51,40,6.69,Wednesday,2,False,2025-04-30,79,True,False,False,False,False,True,True,,,2,79
156463,Jubilee Oval and Showgrounds ,-31.65111734318809,116.67845947514633,,N/A,1,Northam,24.06,38,5.55,Wednesday,2,False,2025-04-30,10,True,False,False,False,False,True,True,,,2,10
156482,Gemtek - Botanical Apartments,-31.94460074534195,115.8186954975713,,N/A,2,Perth,24.78,39,6.69,Wednesday,2,False,2025-04-30,29,True,False,False,False,True,False,True,,,2,29
156483,Gemtek - Crest Apartments,-31.961098485121425,115.90120243027431,,N/A,2,Perth,24.62,40,6.69,Wednesday,2,False,2025-04-30,83,True,False,False,False,True,False,True,,,2,83
157429,Tianqi Lithium,-32.215538271732825,115.77737736526483,,N/A,2,,23.66,42,6.69,Wednesday,2,False,2025-04-30,54,True,False,False,False,False,True,True,,,2,54
157430,Kewdale Tavern,-31.982563566447936,115.9578823206225,,N/A,1,Perth,24.37,40,6.69,Wednesday,2,False,2025-04-30,45,True,False,False,False,True,False,True,,,2,45
157431,Mondo Nougat,-31.83701675378689,116.01669764592862,,N/A,1,,24.61,40,5.66,Wednesday,2,False,2025-04-30,27,True,False,False,True,False,False,True,,,2,27
157432,Swan Settlers Market,-31.835335801510958,116.02163921400734,,N/A,1,,24.61,40,5.66,Wednesday,2,False,2025-04-30,77,True,False,False,False,False,True,True,,,2,77
157456,"Georges River Council, Carlton Depot",-33.96493620946319,151.0,Check in at front office.,N/A,1,Hurstville,17.64,71,12.35,Wednesday,2,False,2025-04-30,100,False,True,False,False,False,True,True,,,2,100
157457,Charles Street Parking/Charging,-33.91148886722056,151.11746314177572,Provided by Canterbury Bankstown council.EO brand. Best access is via Broughton St.,N/A,1,Canterbury,18.05,71,12.35,Wednesday,2,False,2025-04-30,27,False,True,False,True,False,False,True,,,2,27
157463,Canterbury Bankstown Council,-33.90764109899798,151.1039129846189,,N/A,1,Campsie,17.98,71,12.35,Wednesday,2,False,2025-04-30,30,False,True,False,False,True,False,True,,,2,30
157530,Audi Centre,-31.91527,115.819405,"Access only 16:00 to 06:30 on Monday to Friday, no restrictions on Saturday to Sunday.",N/A,1,Osborne Park‎,24.99,40,5.66,Wednesday,2,False,2025-04-30,52,True,False,False,False,False,True,True,,,2,52
157531,Secure Park Vulture St,-27.482560362924623,153.02377995082816,Access to this paid carpark is by online booking only.,N/A,1,Brisbane,26.71,63,3.13,Wednesday,2,False,2025-04-30,27,False,True,False,False,True,False,True,,,2,27
157545,QUT Gardens Point,-27.476902453035308,153.0269055356573,,N/A,2,Brisbane,26.22,64,4.12,Wednesday,2,False,2025-04-30,65,False,True,False,False,True,False,True,,,2,65
157547,Secure Park Southpoint,-27.48099182955807,153.0228264563243,,N/A,1,South Brisbane,26.71,63,3.13,Wednesday,2,False,2025-04-30,58,False,True,False,False,True,False,True,,,2,58
157548,Secure Park King St,-27.45265445273077,153.03259115103697,This carpark is meant to be for residents and visitors to the nearby shops for up to 1 hour. However there is no boom gate or other sorr of restricted entry/validation system.,N/A,1,Bowen Hills,26.22,63,4.12,Wednesday,2,False,2025-04-30,94,False,True,False,False,True,False,True,,,2,94
157549,Evie Networks Coochin Creek,-26.918077062069386,152.99684374211074,Out the back behind McDonalds.,N/A,2,Caboolture,24.9,67,2.3,Wednesday,2,False,2025-04-30,58,False,True,False,False,False,True,True,,,2,58
157551,QUT Kelvin Grove H Block,-27.4532038075587,153.01703431115823,,N/A,2,Kelvin Grove,26.61,63,3.13,Wednesday,2,False,2025-04-30,50,False,True,False,True,False,False,True,,,2,50
157552,QUT Kelvin Grove Stadium Carpark,-27.44955360175527,153.0170891644923,,N/A,2,Kelvin Grove,26.61,63,3.13,Wednesday,2,False,2025-04-30,75,False,True,False,False,False,True,True,,,2,75
157589,Bunnings Newstead Carpark,-27.44310701845047,153.0430958229631,The Bunnings carpark has free parking for up to 2 hours. Enter via Ross St through the boom gate.,N/A,1,Brisbane,26.62,62,3.13,Wednesday,2,False,2025-04-30,42,False,True,False,True,False,False,True,,,2,42
157591,Wellington Road,-27.48968765181067,153.03922109290193,,N/A,1,Brisbane City,26.48,63,3.13,Wednesday,2,False,2025-04-30,68,False,True,False,True,False,False,True,,,2,68
157595,Mood Food New Norfolk,-42.779254,147.06114,,N/A,2,New Norfolk,14.03,54,0.53,Wednesday,2,False,2025-04-30,87,False,True,False,True,False,False,True,,,2,87
157608,Chargefox Airport West,-37.71364567547256,144.88569078594128,,N/A,5,Airport West,17.33,57,7.2,Wednesday,2,False,2025-04-30,74,False,True,False,True,False,False,True,,,2,74
161357,Cottesloe Beach Chalets,-31.99480469222531,115.75302677350828,,N/A,1,Cottesloe,24.64,38,6.69,Wednesday,2,False,2025-04-30,94,True,False,False,False,True,False,True,,,2,94
161654,Clarence City Council car park,-42.864154,147.36897,Easiest access is via Bligh St - turn up access road next to police station.  Charger is on the left near the council building - green parking space marked.,N/A,1,Rosny Park,12.88,58,3.6,Wednesday,2,False,2025-04-30,27,False,True,False,False,False,True,True,,,2,27
161832,Great North Trading Post,-32.990224952340206,151.1307728426591,"Ask cafe staff for access, try the burgers and coffee!",N/A,1,Laguna,17.59,80,4.04,Wednesday,2,False,2025-04-30,72,False,True,False,False,True,False,True,,,2,72
161843,Picton [NRMA],-34.16820562741403,150.61093049806357,,N/A,2,Picton,14.66,75,4.24,Wednesday,2,False,2025-04-30,79,False,False,True,False,True,False,True,,,2,79
161844,Mittagong NRMA,-34.45002862260948,150.44244730477044,,N/A,2,Mittagong,13.57,79,5.08,Wednesday,2,False,2025-04-30,38,False,False,True,False,True,False,True,,,2,38
161846,Way Street,-27.38235199860268,153.03290081653495,Lower carpark Chermside Westfield,N/A,1,Brisbane,26.16,61,3.13,Wednesday,2,False,2025-04-30,20,False,True,False,False,False,True,True,,,2,20
162794,TUU Car Park,-42.902797,147.324839,,N/A,1,Hobart,12.72,72,3.6,Wednesday,2,False,2025-04-30,39,False,True,False,False,True,False,True,,,2,39
167436,Dunn Place Car Park,-42.881339,147.332385,,N/A,2,Hobart,12.89,71,3.09,Wednesday,2,False,2025-04-30,29,False,True,False,True,False,False,True,,,2,29
168484,Electric Highway Tasmania - Geeveston,-43.1634,146.92688,,N/A,2,Geeveston,11.95,60,1.18,Wednesday,2,False,2025-04-30,15,False,True,False,False,True,False,True,,,2,15
168556,Ikea Canberra,-35.29550797984516,149.18685336825467,,N/A,1,Pialligo,14.91,64,4.12,Wednesday,2,False,2025-04-30,99,False,True,False,True,False,False,True,,,2,99
168913,Abbott Road,-33.81195253512282,151.03587917803534,,N/A,1,Rydalmere,18.06,69,12.35,Wednesday,2,False,2025-04-30,26,False,True,False,False,False,True,True,,,2,26
169684,Orion Springfield Shopping Centre,-27.676924346409358,152.90360010448887,,N/A,2,Springfield,26.31,59,1.03,Wednesday,2,False,2025-04-30,38,False,True,False,True,False,False,True,,,2,38
169994,Currie Crescent,-35.31521412066143,149.1392363890359,,N/A,1,Canberra,14.62,65,6.26,Wednesday,2,False,2025-04-30,97,False,True,False,True,False,False,True,,,2,97
170276,Ross's Discount Home Center,-31.899460299819353,115.97636233048627,,N/A,2,Guildford,24.67,41,5.66,Wednesday,2,False,2025-04-30,25,True,False,False,False,False,True,True,,,2,25
170607,Ampol Woolworths MetroGo Seven Hills,-33.767099,150.954883,"Can be accessed from Foundry Rd through back of Hungry Jack's if coming from West, or perhaps more importantly, if looking to exit onto the M2 or turn at Old Windsor Road to reach the M7.  Try out the air compressor and the squeegee while you charge. They’re immediately next to the charging bays, and the tyre hose reaches both spaces.",N/A,2,Seven Hills,17.97,68,2.68,Wednesday,2,False,2025-04-30,68,False,True,False,True,False,False,True,,,2,68
170985,The Place @ Warrawong Plaza,-34.486377904198555,150.88795170004096,Access from South bound lane on King Street.,N/A,1,Warrawong,15.71,76,9.66,Wednesday,2,False,2025-04-30,86,False,False,True,False,False,True,True,,,2,86
171646,Wollongong Supercharger,-34.43797320339262,150.8633622012107,,N/A,1,Figtree,15.68,76,8.32,Wednesday,2,False,2025-04-30,20,False,False,True,False,True,False,True,,,2,20
171647,Woolworths Shell Cove,-34.588308117930936,150.86592718102042,,N/A,2,Shellharbour,15.74,76,4.02,Wednesday,2,False,2025-04-30,82,False,False,True,True,False,False,True,,,2,82
172233,TasPorts - Hunter Street,-42.88166757453731,147.33553637293267,,N/A,1,Hobart,13.04,72,3.6,Wednesday,2,False,2025-04-30,54,False,True,False,True,False,False,True,,,2,54
172234,TasPorts - Fishermans Market,-42.881781,147.333368,,N/A,1,Hobart,12.89,71,3.09,Wednesday,2,False,2025-04-30,70,False,True,False,True,False,False,True,,,2,70
172360,Coles North Buderim,-26.6628832,153.0503206,,N/A,3,Buderim,24.96,67,1.7,Wednesday,2,False,2025-04-30,86,False,True,False,False,False,True,True,,,2,86
172361,BWS Forest Glen,-26.6871348,153.0042754,,N/A,3,Forest Glen,24.97,67,1.49,Wednesday,2,False,2025-04-30,88,False,True,False,False,False,True,True,,,2,88
172362,Helensvale QESH,-27.923656750179823,153.33893758482532,,N/A,3,Helensvale,25.53,69,1.34,Wednesday,2,False,2025-04-30,87,False,True,False,True,False,False,True,,,2,87
172373,Kawana Shopping World,-26.704325392220312,153.13172509725268,,N/A,1,Buddina,25.03,67,1.34,Wednesday,2,False,2025-04-30,67,False,True,False,False,True,False,True,,,2,67
172836,QESH Slacks Creek (IKEA Logan),-27.637474767788774,153.13549712588133,Access is vis the IKEA carpark. They are located right near the main entrance.,N/A,3,Logan City,26.3,62,0.51,Wednesday,2,False,2025-04-30,80,False,True,False,True,False,False,True,,,2,80
172837,Paradise Country Farmstay,-27.9130134499947,153.30421447000026,,N/A,2,Gold Coast,25.43,69,1.34,Wednesday,2,False,2025-04-30,61,False,True,False,False,True,False,True,,,2,61
173908,Evie Networks - Brighton,-42.700694,147.250937,,N/A,2,Brighton,12.63,54,1.19,Wednesday,2,False,2025-04-30,19,False,True,False,False,False,True,True,,,2,19
174474,Armstrong Creek Shopping Centre,-38.22890721146294,144.3389741604601,"4 parking bays, 2 sockets. South side of building",N/A,1,Armstrong Creek,17.41,61,0.89,Wednesday,2,False,2025-04-30,68,True,False,False,False,True,False,True,,,2,68
175224,Byford Hungry Jacks,-32.222227005760224,116.009671395635,,N/A,1,Byford,23.39,42,6.69,Wednesday,2,False,2025-04-30,87,True,False,False,False,True,False,True,,,2,87
175300,Byford McDonalds ,-32.20781033484258,115.9786323921769,,N/A,2,Byford,23.62,42,6.69,Wednesday,2,False,2025-04-30,84,True,False,False,False,True,False,True,,,2,84
175607,Curtin University Future Battery Industries,-32.01014423473439,115.89408682148053,Turn into Future Battery Industries from Brand Drive. ,N/A,2,Perth,24.45,39,6.69,Wednesday,2,False,2025-04-30,90,True,False,False,False,True,False,True,,,2,90
176298,Stockland Harrisdale,-32.1275513,115.9276093,,N/A,2,Perth,23.92,40,6.69,Wednesday,2,False,2025-04-30,14,True,False,False,True,False,False,True,,,2,14
188496,Karrinyup Centre,-31.877110016292697,115.7766884375718,"Enter via Karrinyup Road, follow signs for Fresh Market/Valet. Enter basement, take first Right. Chargers at end of aisle on Right.  B2 Red parking zone.",N/A,1,Perth,24.87,40,5.66,Wednesday,2,False,2025-04-30,24,True,False,False,False,False,True,True,,,2,24
189033,Hungry Jacks,-37.58083462151804,144.72450043278604,,N/A,1,Sunbury,17.27,59,7.2,Wednesday,2,False,2025-04-30,12,False,True,False,False,False,True,True,,,2,12
189036,Watergardens Shopping Centre,-37.69870942833684,144.77527685160192,From 0700-00:00 7 days a week,N/A,1,Sydenham,17.49,56,7.2,Wednesday,2,False,2025-04-30,94,False,True,False,False,True,False,True,,,2,94
189635,EastLand Shopping Centre,-37.81312694411209,145.22883198929685,,N/A,1,Melbourne,17.18,49,0.89,Wednesday,2,False,2025-04-30,34,True,False,False,True,False,False,True,,,2,34
189741,Research Way - N1 Carpark,-37.90730011409977,145.13207788768955,,N/A,3,,17.38,56,2.24,Wednesday,2,False,2025-04-30,49,True,False,False,False,True,False,True,,,2,49
189742,Heatherton Road,-37.97128123711468,145.2236965774951,,N/A,2,Dandenong,17.56,62,2.68,Wednesday,2,False,2025-04-30,49,True,False,False,False,False,True,True,,,2,49
189744,CB Smith Reserve,-37.70252995850394,144.9695198384195,,N/A,2,Fawkner,17.26,58,7.2,Wednesday,2,False,2025-04-30,39,False,True,False,True,False,False,True,,,2,39
189745,Coburg North EV Fast Charge,-37.71893760420672,144.9615007076203,,N/A,2,Coburg North,17.31,58,7.2,Wednesday,2,False,2025-04-30,84,False,True,False,False,False,True,True,,,2,84
189747,Coburg Civic Centre / Moreland City,-37.74104152020631,144.9701497464091,,N/A,3,Coburg,17.47,58,7.2,Wednesday,2,False,2025-04-30,37,False,True,False,False,False,True,True,,,2,37
189748,Brunswick EV Hub,-37.77388003814904,144.961800631472,,N/A,2,Brunswick,17.56,58,7.2,Wednesday,2,False,2025-04-30,100,False,True,False,False,True,False,True,,,2,100
189750,Uni Hill Town Centre,-37.682971406829196,145.07101659256762,,N/A,4,Bundoora,17.01,59,2.24,Wednesday,2,False,2025-04-30,89,True,False,False,True,False,False,True,,,2,89
189982,Best Western Plus Goulburn,-34.74763966952328,149.72931043349024,,N/A,1,Goulburn,10.49,90,2.68,Wednesday,2,False,2025-04-30,23,False,False,True,False,False,True,True,,,2,23
189983,Goulburn Visitor Information Centre,-34.75614119383021,149.72056166468496,9-5 weekdays 10-4 weekends and public holidays (closed Christmas day),N/A,1,Goulburn,10.5,90,2.68,Wednesday,2,False,2025-04-30,98,False,False,True,False,True,False,True,,,2,98
189997,Shell Coles Express Taylors Lakes,-37.69674197545634,144.78205236033568,Two 350kW Ultra-Fast Charging Stations. Located behind the car wash car parking area of the Coles Express Service Centre,N/A,2,Taylor Lakes,17.49,56,7.2,Wednesday,2,False,2025-04-30,53,False,True,False,False,False,True,True,,,2,53
189998,McDonald’s Melton South,-37.7224393461178,144.57233401223442,,N/A,4,Weir Views,17.76,59,5.86,Wednesday,2,False,2025-04-30,49,True,False,False,False,False,True,True,,,2,49
190000,Brimbank Shopping Centre,-37.751176222078364,144.77432972140224,,N/A,1,Deer Park,17.83,57,7.2,Wednesday,2,False,2025-04-30,17,False,True,False,True,False,False,True,,,2,17
190003,Goulburn Gateway Service Station,-34.74788823042669,149.7496208332201,,N/A,4,Goulburn,10.42,90,2.68,Wednesday,2,False,2025-04-30,84,False,False,True,True,False,False,True,,,2,84
190005,Banjo Paterson Park [NRMA],-34.84109672768463,148.9124467852405,,N/A,2,Yass,15.84,63,1.34,Wednesday,2,False,2025-04-30,65,False,True,False,False,False,True,True,,,2,65
190033,Stripey Sundae,-35.19209630184098,149.08502581992445,Charging provided for customers. BYO cable for type 2 (mennekes socket). 32amp single phase 7.6kw.,N/A,1,Nicholls ,14.55,65,4.12,Wednesday,2,False,2025-04-30,65,False,True,False,False,False,True,True,,,2,65
190041,Macquarie University X6A Banksia Cottage,-33.77520838069468,151.1095032126692,Use Chargefox App or RFID,N/A,1,Macquarie University,17.73,71,2.68,Wednesday,2,False,2025-04-30,97,False,True,False,False,False,True,True,,,2,97
190043,Oak Park Sports & Aquatic Centre,-37.7234502505038,144.92111987538624,,N/A,2,Oak Park,17.56,58,7.2,Wednesday,2,False,2025-04-30,60,False,True,False,False,True,False,True,,,2,60
190044,Greenvale Woolworths,-37.616202335824184,144.91476338954578,,N/A,1,Roxburgh Park,16.6,56,7.2,Wednesday,2,False,2025-04-30,27,False,True,False,False,False,True,True,,,2,27
190053,Giffnock Avenue,-33.78254134090367,151.1230831406915,,N/A,1,Macquarie Park,17.79,72,12.35,Wednesday,2,False,2025-04-30,86,False,True,False,False,False,True,True,,,2,86
190054,Hillcrest Road,-33.73724500047699,151.07106994908884,,N/A,1,,17.15,70,3.13,Wednesday,2,False,2025-04-30,58,False,True,False,True,False,False,True,,,2,58
190055,Eden Gardens,-33.78064947709375,151.13421887082995,,N/A,1,Macquarie Park,17.78,72,12.35,Wednesday,2,False,2025-04-30,38,False,True,False,False,False,True,True,,,2,38
190067,Malvern Springs McDonalds,-31.765279789604662,115.98624964029767,,N/A,1,Malvern Springs,24.48,39,5.66,Wednesday,2,False,2025-04-30,96,True,False,False,False,True,False,True,,,2,96
190155,Empower Solar,-32.06248946683628,115.91689053182301,,N/A,2,Canning Vale,24.16,40,6.69,Wednesday,2,False,2025-04-30,86,True,False,False,True,False,False,True,,,2,86
190286,Laurelville Manor,-31.890257051674716,116.7767352171943,,N/A,1,York,22.49,47,5.67,Wednesday,2,False,2025-04-30,61,True,False,False,True,False,False,True,,,2,61
190287,Muresk Institute,-31.74992627976492,116.68294107958945,Book with Dominique Esszig,N/A,1,Muresk,23.86,38,5.55,Wednesday,2,False,2025-04-30,14,True,False,False,True,False,False,True,,,2,14
190288,Woolworths Northam,-31.653838360245935,116.67275712306093,,N/A,1,Northam,23.91,38,5.63,Wednesday,2,False,2025-04-30,75,True,False,False,False,False,True,True,,,2,75
190290,Enderslie B&B,-31.581419541887506,115.98343798965402,,N/A,1,Muchea,23.92,35,4.12,Wednesday,2,False,2025-04-30,45,True,False,False,False,True,False,True,,,2,45
190291,Alan and Eve's Eden,-31.53857963900527,116.07373436553274,,N/A,1,Lower Chittering,22.79,35,4.12,Wednesday,2,False,2025-04-30,30,True,False,False,False,True,False,True,,,2,30
190292,Gravity Discovery Centre,-31.356129821303917,115.71263310610527,"Please go through deliveries entrance and take first left into staff parking. Charging port is to the left of the door, on the side of the air conditioning control panel.",N/A,1,Gingin,25.06,34,6.02,Wednesday,2,False,2025-04-30,33,True,False,False,False,False,True,True,,,2,33
190293,Granville Civic Centre,-31.34975443971156,115.90479361984762,,N/A,2,Gingin,24.75,34,6.13,Wednesday,2,False,2025-04-30,90,True,False,False,False,False,True,True,,,2,90
190294,Gingin Hotel,-31.350965381790523,115.90418179823558,,N/A,1,Gingin,24.75,34,6.13,Wednesday,2,False,2025-04-30,89,True,False,False,True,False,False,True,,,2,89
190302,Rockingham Nissan,-32.27602954766279,115.76426627808104,Available during business hours,N/A,1,Rockingham,23.74,43,0.89,Wednesday,2,False,2025-04-30,51,True,False,False,False,True,False,True,,,2,51
190339,Mercedes Perth,-31.999110470936742,115.9157275187037,,N/A,2,Bentley,24.43,40,6.69,Wednesday,2,False,2025-04-30,25,True,False,False,False,True,False,True,,,2,25
190350,Coles Express Coomera,-27.855202514974366,153.31010291274197,,N/A,2,Coomera,25.5,69,1.34,Wednesday,2,False,2025-04-30,87,False,True,False,False,False,True,True,,,2,87
190352,"Department of Biodiversity, Conservation and Attractions FWF",-31.995737047605445,115.88564872339822,Behind locked fence,N/A,1,Kensington,24.54,39,6.69,Wednesday,2,False,2025-04-30,37,True,False,False,True,False,False,True,,,2,37
190354,Silk Thai Restaurant,-32.53111567064465,115.72030282929558,,N/A,1,Mandurah,23.92,45,5.36,Wednesday,2,False,2025-04-30,34,True,False,False,False,False,True,True,,,2,34
190356,"Department of Biodiversity, Conservation and Attractions",-31.995655950694704,115.88329363905393,Padlocked,N/A,1,Kensington,24.55,39,6.69,Wednesday,2,False,2025-04-30,46,True,False,False,False,False,True,True,,,2,46
190358,Jugiong [NRMA],-34.82341194348058,148.32537254091335,,N/A,2,Jugiong,16.36,53,5.47,Wednesday,2,False,2025-04-30,14,False,True,False,True,False,False,True,,,2,14
190363,Mundaring Weir Hotel,-31.952209900740648,116.16705526729766,Open 8:30 AM to 6:00 PM daily,N/A,1,Mundaring,23.26,43,5.66,Wednesday,2,False,2025-04-30,14,True,False,False,False,False,True,True,,,2,14
190373,Rockingham Volkswagen ,-32.27045412024325,115.75561955622425,Located behind gate,N/A,1,Rockingham,23.73,43,0.89,Wednesday,2,False,2025-04-30,24,True,False,False,False,True,False,True,,,2,24
190389,Anniversary Park,-32.292626788449596,115.74664476860039,,N/A,2,Rockingham,23.75,43,2.68,Wednesday,2,False,2025-04-30,69,True,False,False,False,True,False,True,,,2,69
190395,Coolangatta Surf Club,-28.166937408855013,153.53634874918976,,N/A,2,Coolangatta,25.99,57,4.63,Wednesday,2,False,2025-04-30,13,False,True,False,False,False,True,True,,,2,13
190396,Bilinga QESH (Coolangatte Airport),-28.16382522506754,153.514927307191,eastern side of shopping centre carpark,N/A,3,Bilinga,26.01,57,4.63,Wednesday,2,False,2025-04-30,34,False,True,False,False,False,True,True,,,2,34
190397,Brisbane Airport,-27.415112352398268,153.07724242473,,N/A,8,Brisbane,26.2,62,3.09,Wednesday,2,False,2025-04-30,36,False,True,False,False,True,False,True,,,2,36
190406,Supercheap auto,-33.76965243504467,150.67186991611658,,N/A,1,Jamisontown‎ ,18.12,72,0.45,Wednesday,2,False,2025-04-30,43,False,True,False,True,False,False,True,,,2,43
190407,Scenic World Carpark,-33.728024559118296,150.300728600681,"Tesla 3 phase AC 22kW by the fire stairs near exit. Appear to be set to Legacy and should work with any Type 2 car.  
Wall outlets on corner near fire stairs on most levels of multi storey car park.",N/A,1,Katoomba,9.03,93,1.92,Wednesday,2,False,2025-04-30,89,False,False,True,False,False,True,True,,,2,89
190408,Hydro Majestic Hotel,-33.67697329948779,150.281626751796,,N/A,2,Medlow Bath,8.4,93,2.12,Wednesday,2,False,2025-04-30,43,False,False,True,True,False,False,True,,,2,43
190410,Yass Soldiers Club,-34.84180413059654,148.9128633229027,,N/A,1,Yass,15.84,63,1.34,Wednesday,2,False,2025-04-30,99,False,True,False,False,True,False,True,,,2,99
190417,Richmond Tavistock No. 3 [Jolt],-33.86602668667314,151.06443969723887,,N/A,2,Sydney,17.9,70,12.35,Wednesday,2,False,2025-04-30,37,False,True,False,False,True,False,True,,,2,37
190442,Ikea North Lakes,-27.242998014121355,153.01465696410696,,N/A,3,North Lakes,26.01,60,3.09,Wednesday,2,False,2025-04-30,10,False,True,False,True,False,False,True,,,2,10
190462,City of Perth Council-House,-31.956912110143783,115.86065464317664,Monday to Saturday: 6.00am - 1.00am Sunday: 7.30am - 1.00am Public Holidays: Closed (except for special events),N/A,1,Perth,24.7,40,6.69,Wednesday,2,False,2025-04-30,89,True,False,False,False,True,False,True,,,2,89
190463,Perth Convention and Exhibition Centre,-31.95535657614961,115.8529214449357,"The City of Perth Convention Centre Car Park is located directly under the Centre and is accessible via Mill Street, Mounts Bay Road and the Riverside Drive off ramp of the Mitchell Freeway. Bay 200 and 201 (turn left if entering from Mounts Bay Road/Mill St, bays are next to attendant office/pay station) Need 32 amp to 15 amp cable for use with 15 amp EVSEs",N/A,2,Perth,24.63,40,6.69,Wednesday,2,False,2025-04-30,85,True,False,False,True,False,False,True,,,2,85
190464,Perth Cultural Centre,-31.95054936969006,115.8601032721649,Monday to Sunday: 6.30am - midnight Public Holidays: Closed (except for special events),N/A,1,Perth,24.69,40,6.69,Wednesday,2,False,2025-04-30,81,True,False,False,True,False,False,True,,,2,81
