Suburb,Cluster,Cluster_Label,Population,Income,Vehicles_per_Dwelling,Public_Chargers,Station_Count,Avg_Congestion,Demand_Index,Supply_Index,Demand_Supply_Ratio,Simulated_Usage
Malvern East,2,EV-Ready Suburbs,23738,2386.0,1.7,1,1,0.0,1.5333052164430614,2,0.5111017388143538,3.5961701634576735
Malvern - Glen Iris,1,High Population – Infrastructure Gap,21680,2364.0,1.6,0,0,0.0,1.317998229395829,0,1.317998229395829,12.733467341891268
Manor Lakes - Quandong,0,Affluent Car-Dependent (High Potential),12575,2309.0,1.7,0,0,0.0,0.8122551645787975,0,0.8122551645787975,8.978950440111447
Maribyrnong,1,High Population – Infrastructure Gap,13818,1998.0,1.4,0,0,0.0,0.7350363049846685,0,0.7350363049846685,7.564456793976889
Meadow Heights,1,High Population – Infrastructure Gap,14960,1274.0,2.0,0,0,0.0,1.136834266130166,0,1.136834266130166,10.122603882589672
Melbourne Airport,0,Affluent Car-Dependent (High Potential),130,1437.0,2.9,0,0,0.0,0.01432441571962141,0,0.01432441571962141,0.3164250830473961
Melbourne Cbd (East),1,High Population – Infrastructure Gap,13697,1511.0,0.4,0,0,0.0,0.20817137624578724,0,0.20817137624578724,2.4670311421867095
Melbourne Cbd (North),1,High Population – Infrastructure Gap,23579,1089.0,0.3,0,0,0.0,0.2687708739413421,0,0.2687708739413421,1.803851303212288
Melbourne Cbd (West),1,High Population – Infrastructure Gap,21528,1446.0,0.4,0,0,0.0,0.3271894128509387,0,0.3271894128509387,3.4256192344549152
Melton,1,High Population – Infrastructure Gap,8046,1887.0,2.1,0,0,0.0,0.6419997948226926,0,0.6419997948226926,6.478206666672927
Melton South - Weir Views,1,High Population – Infrastructure Gap,21758,1363.0,1.7,0,0,0.0,1.4054113615034176,0,1.4054113615034176,12.911143317203553
Melton West,1,High Population – Infrastructure Gap,22691,1621.0,2.0,0,0,0.0,1.7243252896229677,0,1.7243252896229677,17.60104025657796
Mentone,1,High Population – Infrastructure Gap,13987,1889.0,1.6,0,0,0.0,0.850315555099606,0,0.850315555099606,9.063940077364293
Mernda (North),0,Affluent Car-Dependent (High Potential),12038,1897.0,1.8,0,0,0.0,0.8233081421194816,0,0.8233081421194816,9.316132664370093
Mernda (South),0,Affluent Car-Dependent (High Potential),13526,2109.0,2.0,0,0,0.0,1.027862318427582,0,1.027862318427582,11.332425236310723
Mickleham - Yuroke,1,High Population – Infrastructure Gap,35371,1982.0,2.1,0,0,0.0,2.822293654321832,0,2.822293654321832,26.84526717526123
Mill Park (North),1,High Population – Infrastructure Gap,17706,1798.0,2.1,0,0,0.0,1.4127825462503847,0,1.4127825462503847,13.190000422588724
Mill Park (South),0,Affluent Car-Dependent (High Potential),11322,1647.0,2.0,0,0,0.0,0.8603768423212393,0,0.8603768423212393,9.118803690421053
Mitcham,1,High Population – Infrastructure Gap,17472,1996.0,2.0,0,0,0.0,1.3277251535980121,0,1.3277251535980121,13.791037486892328
Monbulk - Silvan,0,Affluent Car-Dependent (High Potential),5834,1872.0,2.5,0,0,0.0,0.5541687089407911,0,0.5541687089407911,6.0567347757139585
Montmorency - Briar Hill,0,Affluent Car-Dependent (High Potential),16957,2068.0,1.9,0,0,0.0,1.2241600079031258,0,1.2241600079031258,16.09433156968598
Montrose,0,Affluent Car-Dependent (High Potential),6921,2094.0,2.3,0,0,0.0,0.60482850596724,0,0.60482850596724,6.6191755703655675
Moonee Ponds,2,EV-Ready Suburbs,17823,2111.0,1.4,1,1,0.0,0.9480787424910803,2,0.31602624749702674,4.295828115150867
Moorabbin Airport,0,Affluent Car-Dependent (High Potential),26,1934.5,1.8,0,0,0.0,0.0017782033307116234,0,0.0017782033307116234,0.9717837968003186
Moorabbin - Heatherton,0,Affluent Car-Dependent (High Potential),9708,2046.0,1.8,0,0,0.0,0.6639537667134014,0,0.6639537667134014,7.290928918439812
Mooroolbark,1,High Population – Infrastructure Gap,24258,1992.0,2.1,0,0,0.0,1.935574325479602,0,1.935574325479602,19.040474010155677
Mordialloc - Parkdale,1,High Population – Infrastructure Gap,22229,2090.0,1.8,0,0,0.0,1.5202954553226413,0,1.5202954553226413,15.961923773719679
Mornington (East),1,High Population – Infrastructure Gap,15111,1502.0,1.9,0,0,0.0,1.0908935471736827,0,1.0908935471736827,10.136110257199256
Mornington (West),1,High Population – Infrastructure Gap,10843,1389.0,1.7,0,0,0.0,0.7003803379346244,0,0.7003803379346244,6.766984772606235
Mount Dandenong - Olinda,0,Affluent Car-Dependent (High Potential),9609,2102.0,2.2,0,0,0.0,0.8032235634738798,0,0.8032235634738798,7.546872086909695
Mount Eliza,0,Affluent Car-Dependent (High Potential),19009,2547.0,2.3,0,0,0.0,1.6612028709624715,0,1.6612028709624715,16.69390284901104
Mount Evelyn,0,Affluent Car-Dependent (High Potential),10032,2045.0,2.4,0,0,0.0,0.9148172212153335,0,0.9148172212153335,11.462830778826845
Mount Martha,0,Affluent Car-Dependent (High Potential),20166,2097.0,2.1,0,0,0.0,1.6090688369866295,0,1.6090688369866295,14.223423177274547
Mount Waverley (North),0,Affluent Car-Dependent (High Potential),17214,2049.0,1.9,0,0,0.0,1.2427133559028372,0,1.2427133559028372,13.113393749402885
Mount Waverley (South),1,High Population – Infrastructure Gap,20581,2079.0,1.9,0,0,0.0,1.4857838723037233,0,1.4857838723037233,13.245122851847581
Mulgrave,1,High Population – Infrastructure Gap,20981,1647.0,1.9,0,0,0.0,1.514660678528955,0,1.514660678528955,14.674674919500116
Murrumbeena,0,Affluent Car-Dependent (High Potential),10045,2089.0,1.6,0,0,0.0,0.6106684600683164,0,0.6106684600683164,7.19563519765053
Narre Warren North,0,Affluent Car-Dependent (High Potential),8184,1780.0,2.1,0,0,0.0,0.6530109769859455,0,0.6530109769859455,6.594389788954918
Narre Warren (North East),0,Affluent Car-Dependent (High Potential),13643,1920.0,2.2,0,0,0.0,1.1404286685892542,0,1.1404286685892542,10.326541907963236
Narre Warren South (East),0,Affluent Car-Dependent (High Potential),13030,2352.0,2.5,0,0,0.0,1.2377131089301523,0,1.2377131089301523,11.661827380041554
Narre Warren (South West),1,High Population – Infrastructure Gap,15452,1615.0,1.9,0,0,0.0,1.1155110244806925,0,1.1155110244806925,11.8347079937416
Narre Warren (South West),0,Affluent Car-Dependent (High Potential),15452,2011.0,2.3,0,0,0.0,1.3503554506871538,0,1.3503554506871538,12.7731878751544
Narre Warren South (West),1,High Population – Infrastructure Gap,17141,1615.0,1.9,0,0,0.0,1.2374433387667323,0,1.2374433387667323,12.5908919772493
Narre Warren South (West),0,Affluent Car-Dependent (High Potential),17141,2011.0,2.3,0,0,0.0,1.497957725875518,0,1.497957725875518,15.025149098658991
Newport,0,Affluent Car-Dependent (High Potential),19943,2607.0,2.1,0,0,0.0,1.5912754049402138,0,1.5912754049402138,15.261153701796323
Niddrie - Essendon West,0,Affluent Car-Dependent (High Potential),7925,2239.0,1.8,0,0,0.0,0.5420100536880621,0,0.5420100536880621,7.564044626205947
Noble Park (East),1,High Population – Infrastructure Gap,13699,1359.0,1.6,0,0,0.0,0.8328070915356762,0,0.8328070915356762,8.961989937674772
Noble Park North,1,High Population – Infrastructure Gap,7651,1453.0,1.8,0,0,0.0,0.5232705262797934,0,0.5232705262797934,3.2075626761403266
Noble Park (West),1,High Population – Infrastructure Gap,20330,1399.0,1.7,0,0,0.0,1.313172763092402,0,1.313172763092402,13.318181945693446
Northcote (East),1,High Population – Infrastructure Gap,15920,2251.0,1.4,0,0,0.0,0.8468503383525781,0,0.8468503383525781,7.806716918757392
Northcote (West),0,Affluent Car-Dependent (High Potential),10953,2318.0,1.3,0,0,0.0,0.5410183633690113,0,0.5410183633690113,6.262616968486338
North Melbourne,1,High Population – Infrastructure Gap,19221,1718.0,0.9,0,0,0.0,0.657285504223233,0,0.657285504223233,5.780334303799629
Nunawading,1,High Population – Infrastructure Gap,13230,1938.0,1.7,0,0,0.0,0.8545634852785281,0,0.8545634852785281,8.430898411318381
Oakleigh - Huntingdale,1,High Population – Infrastructure Gap,25104,1956.0,1.7,0,0,0.0,1.6215390577802096,0,1.6215390577802096,16.720377856782555
Oak Park,2,EV-Ready Suburbs,8488,2204.0,1.6,1,1,0.0,0.5160133289258207,2,0.1720044429752736,2.5857996239228576
Ormond - Glen Huntly,1,High Population – Infrastructure Gap,14736,1978.0,1.4,0,0,0.0,0.7838685041434417,0,0.7838685041434417,6.63838863437864
Pakenham (North East),1,High Population – Infrastructure Gap,16379,1651.0,2.0,0,0,0.0,1.2446663399028068,0,1.2446663399028068,12.11216216318712
Pakenham (North West),0,Affluent Car-Dependent (High Potential),9658,1887.0,2.0,0,0,0.0,0.7339268276928572,0,0.7339268276928572,6.864322965767616
Pakenham (South East),1,High Population – Infrastructure Gap,6706,1235.0,1.7,0,0,0.0,0.4331596925380053,0,0.4331596925380053,3.678267692806341
Pakenham (South West),1,High Population – Infrastructure Gap,28217,1803.0,2.0,0,0,0.0,2.1442548454140975,0,2.1442548454140975,23.208002694422074
Parkville,1,High Population – Infrastructure Gap,8293,1885.0,1.2,0,0,0.0,0.37811898004080746,0,0.37811898004080746,4.18617151136903
Pascoe Vale,1,High Population – Infrastructure Gap,18434,1947.0,1.6,0,0,0.0,1.1206632546440365,0,1.1206632546440365,9.94574859210532
Pascoe Vale South,0,Affluent Car-Dependent (High Potential),10869,2245.0,1.8,0,0,0.0,0.7433573846732552,0,0.7433573846732552,8.351435793787328
Pearcedale - Tooradin,0,Affluent Car-Dependent (High Potential),8253,1895.0,2.6,0,0,0.0,0.8153062271312792,0,0.8153062271312792,10.275218468325424
Plenty - Yarrambat,0,Affluent Car-Dependent (High Potential),9609,2554.0,2.6,0,0,0.0,0.9492642113782216,0,0.9492642113782216,10.525107374333363
Point Cook (East),0,Affluent Car-Dependent (High Potential),21519,2381.0,1.9,0,0,0.0,1.5534999829018912,0,1.5534999829018912,14.015629863064898
Point Cook (North East),0,Affluent Car-Dependent (High Potential),14817,2185.0,1.9,0,0,0.0,1.0696690945981375,0,1.0696690945981375,10.212456873115125
Point Cook (North West),0,Affluent Car-Dependent (High Potential),10165,2439.0,1.9,0,0,0.0,0.7338318381986952,0,0.7338318381986952,8.605229531173576
Point Cook (South),0,Affluent Car-Dependent (High Potential),20596,2522.0,1.8,0,0,0.0,1.4086106076667921,0,1.4086106076667921,13.37843661104914
Point Nepean,1,High Population – Infrastructure Gap,20258,1430.0,1.9,0,0,0.0,1.462465851276849,0,1.462465851276849,15.068477940914718
Port Melbourne,2,EV-Ready Suburbs,16884,2347.0,1.3,4,4,0.0,0.8339773621037513,8,0.09266415134486125,1.7012755668779493
Port Melbourne Industrial,0,Affluent Car-Dependent (High Potential),2611,2407.0,1.2,0,0,0.0,0.11904843324328329,0,0.11904843324328329,0.26355386085474997
Prahran - Windsor,1,High Population – Infrastructure Gap,20928,2098.0,1.1,0,0,0.0,0.8746936588813278,0,0.8746936588813278,8.687411232751478
Preston (East),1,High Population – Infrastructure Gap,22596,1787.0,1.4,0,0,0.0,1.2019742616466618,0,1.2019742616466618,8.778475276397545
Preston (West),1,High Population – Infrastructure Gap,13470,1970.0,1.5,0,0,0.0,0.767705091816845,0,0.767705091816845,6.6526632768341605
Research - North Warrandyte,0,Affluent Car-Dependent (High Potential),7034,2831.0,2.6,0,0,0.0,0.6948823460125311,0,0.6948823460125311,6.696255308732151
Reservoir (North East),1,High Population – Infrastructure Gap,15976,1544.0,1.5,0,0,0.0,0.9105312952387465,0,0.9105312952387465,7.857529770422615
Reservoir (North West),1,High Population – Infrastructure Gap,9834,1442.0,1.8,0,0,0.0,0.6725712136237733,0,0.6725712136237733,8.358123440169368
Reservoir (South East),1,High Population – Infrastructure Gap,13875,1401.0,1.4,0,0,0.0,0.7380683696383179,0,0.7380683696383179,5.9505423184225466
Reservoir (South West),1,High Population – Infrastructure Gap,15161,1743.0,1.5,0,0,0.0,0.8640814325935551,0,0.8640814325935551,8.200769839238568
Richmond (North),1,High Population – Infrastructure Gap,15319,2009.0,1.1,0,0,0.0,0.6402633868694122,0,0.6402633868694122,6.533374445980213
Richmond (South) - Cremorne,1,High Population – Infrastructure Gap,19230,1867.0,1.3,0,0,0.0,0.949856945821792,0,0.949856945821792,10.939842747284036
Ringwood,2,EV-Ready Suburbs,19633,1888.0,1.7,1,1,0.0,1.268151542439406,2,0.42271718081313536,2.7913096569519147
Ringwood East,1,High Population – Infrastructure Gap,21866,1945.0,1.8,0,0,0.0,1.4954690011284753,0,1.4954690011284753,16.11785376343971
Ringwood North,0,Affluent Car-Dependent (High Potential),9803,2330.0,2.1,0,0,0.0,0.7821928894664251,0,0.7821928894664251,7.832161955683838
Rockbank - Mount Cottrell,1,High Population – Infrastructure Gap,31389,2123.0,2.0,0,0,0.0,2.3853001857994505,0,2.3853001857994505,22.871493206946557
Rosebud - Mccrae,1,High Population – Infrastructure Gap,23281,1155.0,1.7,0,0,0.0,1.503786281237295,0,1.503786281237295,15.499966286636221
Rowville (Central),0,Affluent Car-Dependent (High Potential),15731,2083.0,2.2,0,0,0.0,1.3149661647421798,0,1.3149661647421798,13.348721342995269
Rowville (North),0,Affluent Car-Dependent (High Potential),7894,2285.0,2.2,0,0,0.0,0.6598654188846714,0,0.6598654188846714,5.998437311687919
Rowville (South),0,Affluent Car-Dependent (High Potential),10594,2363.0,2.3,0,0,0.0,0.9258132050595204,0,0.9258132050595204,9.327934135585224
Roxburgh Park (North),1,High Population – Infrastructure Gap,15427,1619.0,2.2,0,0,0.0,1.2895545752639759,0,1.2895545752639759,12.510232155777999
Roxburgh Park (South) - Somerton,1,High Population – Infrastructure Gap,9731,1867.0,1.3,0,0,0.0,0.4806582391987446,0,0.4806582391987446,4.920099737238694
Royal Botanic Gardens Victoria,0,Affluent Car-Dependent (High Potential),0,1934.5,1.8,0,0,0.0,0.0,0,0.0,0.6621306745210467
Sandringham - Black Rock,0,Affluent Car-Dependent (High Potential),18022,2356.0,1.8,0,0,0.0,1.2325684779263413,0,1.2325684779263413,13.911701595408765
Seabrook,0,Affluent Car-Dependent (High Potential),4963,2042.0,2.0,0,0,0.0,0.3771462876205892,0,0.3771462876205892,2.5336473773790433
Seaford,1,High Population – Infrastructure Gap,18072,1500.0,1.7,0,0,0.0,1.167322094176384,0,1.167322094176384,13.806254316420107
Seddon - Kingsville,0,Affluent Car-Dependent (High Potential),9782,2364.0,1.3,0,0,0.0,0.4831773605839194,0,0.4831773605839194,2.879685806316692
Skye - Sandhurst,0,Affluent Car-Dependent (High Potential),13607,2224.0,2.2,0,0,0.0,1.1374194014142036,0,1.1374194014142036,11.222408919106453
Somerville,1,High Population – Infrastructure Gap,18972,1781.0,2.2,0,0,0.0,1.5858838012515817,0,1.5858838012515817,16.447155219000393
Southbank (East),1,High Population – Infrastructure Gap,19428,1880.0,0.7,0,0,0.0,0.5167276499219186,0,0.5167276499219186,5.448268366954218
Southbank (West) - South Wharf,1,High Population – Infrastructure Gap,7866,1867.0,1.3,0,0,0.0,0.38853742776048966,0,0.38853742776048966,3.2626747577843025
South Melbourne,2,EV-Ready Suburbs,12916,2103.0,1.1,1,1,0.0,0.5398290949021038,2,0.1799430316340346,1.5913080659830707
South Morang (North),0,Affluent Car-Dependent (High Potential),13070,2242.0,2.2,0,0,0.0,1.0925311660530346,0,1.0925311660530346,10.432310725871513
South Morang (South),0,Affluent Car-Dependent (High Potential),12889,1899.0,2.0,0,0,0.0,0.9794556722026544,0,0.9794556722026544,9.205191965082332
South Yarra (North),1,High Population – Infrastructure Gap,13633,2042.0,0.9,0,0,0.0,0.46619703860753003,0,0.46619703860753003,5.511572483096325
South Yarra (South),1,High Population – Infrastructure Gap,10558,2001.0,1.0,0,0,0.0,0.401159631744729,0,0.401159631744729,4.368611803412338
South Yarra (West),0,Affluent Car-Dependent (High Potential),6946,2259.0,1.1,0,0,0.0,0.2903106916375049,0,0.2903106916375049,2.2101973211143946
Springvale,1,High Population – Infrastructure Gap,24111,1401.0,1.7,0,0,0.0,1.5573983517422973,0,1.5573983517422973,16.473583392856224
Springvale South,1,High Population – Infrastructure Gap,13139,1505.0,2.0,0,0,0.0,0.9984535710350436,0,0.9984535710350436,10.291835231227045
St Albans (North),1,High Population – Infrastructure Gap,21002,1183.0,1.6,0,0,0.0,1.2767803880890776,0,1.2767803880890776,13.580665999729737
St Albans (South),1,High Population – Infrastructure Gap,17764,1232.0,1.7,0,0,0.0,1.147427494519106,0,1.147427494519106,12.103903787114673
St Kilda (Central),1,High Population – Infrastructure Gap,13725,1788.0,1.0,0,0,0.0,0.5214923229490819,0,0.5214923229490819,4.385928218568747
St Kilda East,1,High Population – Infrastructure Gap,17332,1867.0,1.3,0,0,0.0,0.8561061146637182,0,0.8561061146637182,8.000880106440214
St Kilda (West),1,High Population – Infrastructure Gap,16059,1849.0,1.0,0,0,0.0,0.6101745146986743,0,0.6101745146986743,6.849038752110006
Strathmore,0,Affluent Car-Dependent (High Potential),10457,2440.0,2.0,0,0,0.0,0.7946441123611729,0,0.7946441123611729,8.556811389045194
Sunbury,2,EV-Ready Suburbs,14810,1812.0,2.0,1,1,0.0,1.1254355268307326,2,0.3751451756102442,3.730550162138294
Sunbury (South),1,High Population – Infrastructure Gap,16819,1934.5,1.8,0,0,0.0,1.1502923776630305,0,1.1502923776630305,11.620251159939086
Sunbury (West),0,Affluent Car-Dependent (High Potential),11404,1987.0,2.2,0,0,0.0,0.9532689684520892,0,0.9532689684520892,10.810354580309317
Sunshine,1,High Population – Infrastructure Gap,10104,1574.0,2.0,0,0,0.0,0.7678190792098394,0,0.7678190792098394,7.086619403262564
Sunshine North,1,High Population – Infrastructure Gap,12503,1399.0,1.8,0,0,0.0,0.855110624764901,0,0.855110624764901,9.098203628819048
Sunshine West,2,EV-Ready Suburbs,18790,1416.0,1.8,1,1,0.0,1.2850938686181308,2,0.42836462287271027,4.0814535762932085
Surrey Hills (East) - Mont Albert,1,High Population – Infrastructure Gap,10765,1867.0,1.3,0,0,0.0,0.5317321904197396,0,0.5317321904197396,5.099640700970175
Surrey Hills (West) - Canterbury,1,High Population – Infrastructure Gap,16231,1867.0,1.3,0,0,0.0,0.8017227294661211,0,0.8017227294661211,9.1160041466484
Sydenham,2,EV-Ready Suburbs,11972,2107.0,2.2,1,1,0.0,1.0007485172139963,2,0.33358283907133207,4.161244739701351
Tarneit (Central),1,High Population – Infrastructure Gap,29462,2164.0,2.0,0,0,0.0,2.238864381599395,0,2.238864381599395,23.20215345199459
Tarneit (North),0,Affluent Car-Dependent (High Potential),13485,2198.0,1.9,0,0,0.0,0.9735093298681167,0,0.9735093298681167,11.040572105835494
Tarneit (South),0,Affluent Car-Dependent (High Potential),11708,1885.0,1.9,0,0,0.0,0.8452241182125257,0,0.8452241182125257,8.473245023758016
Tarneit (West) - Mount Cottrell,1,High Population – Infrastructure Gap,17173,1867.0,1.3,0,0,0.0,0.8482523832864085,0,0.8482523832864085,9.16447680415905
Taylors Hill,1,High Population – Infrastructure Gap,19856,1867.0,1.3,0,0,0.0,0.9807779259613887,0,0.9807779259613887,9.497512503020431
Taylors Lakes,0,Affluent Car-Dependent (High Potential),16999,2167.0,2.4,0,0,0.0,1.5501373548085582,0,1.5501373548085582,15.825539900574023
Templestowe,0,Affluent Car-Dependent (High Potential),17467,2163.0,2.1,0,0,0.0,1.3937124554024327,0,1.3937124554024327,13.806981499656644
Templestowe Lower,0,Affluent Car-Dependent (High Potential),14612,1919.0,1.9,0,0,0.0,1.0548697314077062,0,1.0548697314077062,10.64569327906978
The Basin,0,Affluent Car-Dependent (High Potential),4345,2049.0,2.2,0,0,0.0,0.3632018298776156,0,0.3632018298776156,4.22717532421307
Thomastown,1,High Population – Infrastructure Gap,20538,1516.0,1.8,0,0,0.0,1.4046438463905893,0,1.4046438463905893,13.228217780672422
Thornbury,1,High Population – Infrastructure Gap,19982,1978.0,1.4,0,0,0.0,1.0629248405126392,0,1.0629248405126392,12.721635680811854
Toorak,0,Affluent Car-Dependent (High Potential),13504,2538.0,1.7,0,0,0.0,0.8722619278307818,0,0.8722619278307818,7.716601896808116
Truganina (North),0,Affluent Car-Dependent (High Potential),14287,2307.0,1.9,0,0,0.0,1.0314073263497057,0,1.0314073263497057,9.099884650709326
Truganina (South East),0,Affluent Car-Dependent (High Potential),10689,2337.0,1.9,0,0,0.0,0.7716604543537485,0,0.7716604543537485,8.874715417037553
Truganina (South West),1,High Population – Infrastructure Gap,20356,1947.0,1.9,0,0,0.0,1.4695406688020305,0,1.4695406688020305,15.487069381983241
Tullamarine,1,High Population – Infrastructure Gap,6710,1658.0,2.0,0,0,0.0,0.5099036046613244,0,0.5099036046613244,5.7231558636654
Upwey - Tecoma,0,Affluent Car-Dependent (High Potential),9862,2148.0,2.1,0,0,0.0,0.786900568797091,0,0.786900568797091,8.49735119723519
Vermont,0,Affluent Car-Dependent (High Potential),11353,2042.0,1.9,0,0,0.0,0.8195959526876327,0,0.8195959526876327,8.183712754029413
Vermont South,0,Affluent Car-Dependent (High Potential),12275,1944.0,2.0,0,0,0.0,0.9327968326703068,0,0.9327968326703068,8.430713955217238
Viewbank - Yallambie,1,High Population – Infrastructure Gap,19009,2025.0,1.8,0,0,0.0,1.3000718120575865,0,1.3000718120575865,13.07652267876959
Wallan,2,EV-Ready Suburbs,28415,1917.0,2.2,1,1,0.0,2.3752312994182843,2,0.7917437664727615,7.240275953215503
Wandin - Seville,0,Affluent Car-Dependent (High Potential),7999,2066.0,2.7,0,0,0.0,0.8206066409055159,0,0.8206066409055159,9.18118614247291
Wantirna,0,Affluent Car-Dependent (High Potential),14631,1883.0,2.0,0,0,0.0,1.111833031266742,0,1.111833031266742,10.97127293116528
Wantirna South,1,High Population – Infrastructure Gap,18388,1821.0,1.9,0,0,0.0,1.3274667821738915,0,1.3274667821738915,12.449170624946403
Warrandyte - Wonga Park,0,Affluent Car-Dependent (High Potential),10238,1934.5,1.8,0,0,0.0,0.7002017576856,0,0.7002017576856,6.680631735203006
Watsonia,0,Affluent Car-Dependent (High Potential),9518,1961.0,1.8,0,0,0.0,0.6509592039120473,0,0.6509592039120473,6.922523493396098
Wattle Glen - Diamond Creek,0,Affluent Car-Dependent (High Potential),14803,2496.0,2.4,0,0,0.0,1.3498843027961107,0,1.3498843027961107,12.935118475157132
Werribee (East),1,High Population – Infrastructure Gap,19124,1374.0,1.7,0,0,0.0,1.2352737787200736,0,1.2352737787200736,11.530517391634305
Werribee (South),1,High Population – Infrastructure Gap,17937,1802.0,1.8,0,0,0.0,1.2267551208836303,0,1.2267551208836303,12.511238420328214
Werribee (West),1,High Population – Infrastructure Gap,30552,1995.0,1.9,0,0,0.0,2.205610459483181,0,2.205610459483181,22.30107116594053
West Footscray - Tottenham,1,High Population – Infrastructure Gap,12953,1988.0,1.4,0,0,0.0,0.689023394012622,0,0.689023394012622,6.383290764755091
West Melbourne (Industrial),0,Affluent Car-Dependent (High Potential),0,1934.5,1.8,0,0,0.0,0.0,0,0.0,0.0
West Melbourne (Residential),1,High Population – Infrastructure Gap,9301,1784.0,0.8,0,0,0.0,0.2827191312640822,0,0.2827191312640822,3.0592412499984585
Wheelers Hill,1,High Population – Infrastructure Gap,21285,1818.0,2.0,0,0,0.0,1.617481106589611,0,1.617481106589611,14.726726724398787
Whittlesea,2,EV-Ready Suburbs,15811,1768.0,1.9,1,1,0.0,1.1414279580678377,2,0.38047598602261257,2.3972960858495704
Williamstown,1,High Population – Infrastructure Gap,16920,2315.0,1.6,0,0,0.0,1.0286222343808775,0,1.0286222343808775,9.567778122556339
Wollert,1,High Population – Infrastructure Gap,33578,1979.0,1.9,0,0,0.0,2.4240634985770573,0,2.4240634985770573,24.027187834058726
Wyndham Vale (North),1,High Population – Infrastructure Gap,13138,1862.0,1.7,0,0,0.0,0.8486209425237567,0,0.8486209425237567,8.797116990835573
Wyndham Vale (South),1,High Population – Infrastructure Gap,14163,1766.0,1.9,0,0,0.0,1.022455516419884,0,1.022455516419884,11.699911381148391
Yarra Valley,1,High Population – Infrastructure Gap,17059,900.0,1.9,0,0,0.0,1.23152359349056,0,1.23152359349056,13.17289555810762
Yarraville,0,Affluent Car-Dependent (High Potential),16243,2483.0,1.5,0,0,0.0,0.9257486122034901,0,0.9257486122034901,9.097547592071475
