timestamp,weekly_km,trip_length,driving_frequency,driving_type,road_trips,car_ownership,fuel_efficiency,monthly_fuel_spend,home_charging,solar_panels,charging_preference,budget,priorities,postcode,cluster
22/08/2025 11:10,91,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,7.4,51.37,No,No,Home,"$60,000 -$80,000","Charging convenience, Performance",3636,3
15/08/2025 11:44,89,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Petrol,7.7,34.25,Yes,No,Home,"$40,000-$60,000","Tech features, Performance",3931,3
9/08/2025 8:52,70,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,7.4,39.98,Yes,No,Public stations,"<$40,000","Brand reputation, Environmental impact",3814,3
24/07/2025 15:36,208,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Diesel,5.2,84.39,No,No,No preference,"$40,000-$60,000","Cost savings, Brand reputation",3918,1
4/08/2025 21:38,35,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,6.5,0,Yes,No,Home,"$60,000 -$80,000","Charging convenience, Performance",3695,3
2/08/2025 8:48,18,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,9.1,32.01,Yes,No,No preference,"$60,000 -$80,000","Brand reputation, Cost savings",3340,3
2/08/2025 22:33,72,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,5.7,35.09,Yes,No,Home,"<$40,000","Charging convenience, Cost savings",3485,3
25/08/2025 16:45,67,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Hybrid,2,0,No,No,Public stations,"<$40,000","Brand reputation, Cost savings",3123,3
4/08/2025 12:35,17,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Electric,0,10.08,Yes,Yes,Home,"$40,000-$60,000","Charging convenience, Environmental impact",3184,3
14/08/2025 5:38,65,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Hybrid,6.9,12.88,Yes,No,Work,Not sure/ Just exploring,"Performance, Cost savings",3527,3
29/08/2025 0:31,212,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,6.8,102.7,Yes,No,Home,Not sure/ Just exploring,"Charging convenience, Environmental impact",3909,1
17/08/2025 8:30,521,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,7.4,266.68,Yes,No,Work,">$80,000","Cost savings, Brand reputation",3345,2
28/08/2025 21:23,86,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Petrol,6,46.83,Yes,No,Public stations,"$40,000-$60,000","Environmental impact, Tech features",3621,3
24/07/2025 0:41,224,Mostly long trips (>50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Electric,0,39.76,No,Yes,Home,"$40,000-$60,000","Charging convenience, Environmental impact",3590,1
28/07/2025 7:34,215,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Hybrid,4.5,70.94,Yes,Yes,Home,"$40,000-$60,000","Environmental impact, Charging convenience",3636,1
31/07/2025 18:42,22,Mostly short trips (<10 km),Occasionally,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,No - I don't own a car,0,0,No,No,Home,">$80,000","Charging convenience, Cost savings",3178,3
29/07/2025 21:32,67,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Diesel,8.4,25.14,No,No,Home,Not sure/ Just exploring,"Tech features, Performance",3984,3
29/08/2025 17:21,70,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,5.4,31.71,No,No,Home,">$80,000","Brand reputation, Charging convenience",3273,3
21/08/2025 11:01,23,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,8.4,29.75,Yes,Yes,Home,"$40,000-$60,000","Performance, Brand reputation",3517,3
26/07/2025 18:48,92,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,6.2,51.82,Yes,No,Home,"<$40,000","Cost savings, Charging convenience",3177,3
21/08/2025 2:51,15,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,No - I don't own a car,0,12,Yes,No,Home,"$40,000-$60,000","Charging convenience, Performance",3231,3
26/07/2025 23:59,72,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,9.8,63.73,Yes,No,No preference,"$40,000-$60,000","Performance, Charging convenience",3322,3
9/08/2025 23:52,207,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,10.5,145.36,Yes,No,Home,"$60,000 -$80,000","Charging convenience, Environmental impact",3610,1
4/08/2025 4:40,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Electric,0,18.64,No,Yes,Home,"<$40,000","Charging convenience, Brand reputation",3889,3
27/08/2025 13:49,215,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,6.6,108.04,Yes,Yes,No preference,"$40,000-$60,000","Brand reputation, Environmental impact",3909,1
20/08/2025 13:42,73,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,7.4,59.61,Yes,No,Home,"<$40,000","Cost savings, Environmental impact",3272,3
22/08/2025 6:30,223,Mostly long trips (>50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,6.6,91.14,Yes,No,Home,"$60,000 -$80,000","Charging convenience, Brand reputation",3957,1
24/08/2025 10:53,38,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Electric,0,17.12,Yes,No,Home,"$60,000 -$80,000","Cost savings, Tech features",3971,3
11/08/2025 3:41,209,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,5.8,74.01,No,No,Home,"<$40,000","Performance, Charging convenience",3428,1
26/07/2025 9:37,41,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,8.7,27.54,Yes,No,Public stations,Not sure/ Just exploring,"Cost savings, Charging convenience",3271,3
31/07/2025 9:20,211,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,7.3,114.93,Yes,No,Home,"<$40,000","Tech features, Cost savings",3254,1
23/07/2025 1:51,93,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,8.3,41.95,No,No,Work,">$80,000","Performance, Tech features",3590,3
24/07/2025 23:14,221,Mostly long trips (>50 km),A few times a week,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Hybrid,4.2,86.06,No,Yes,Work,"$40,000-$60,000","Performance, Brand reputation",3045,1
22/08/2025 9:08,68,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,6.6,30.91,No,No,Public stations,"<$40,000","Cost savings, Tech features",3400,3
11/08/2025 1:19,89,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Diesel,5.5,42.31,Yes,No,Work,Not sure/ Just exploring,"Environmental impact, Performance",3752,3
10/08/2025 21:37,72,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Diesel,9.7,33.09,Yes,No,Home,"<$40,000","Charging convenience, Environmental impact",3238,3
19/08/2025 12:55,74,Mostly long trips (>50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,9.3,60.46,No,No,Home,"$40,000-$60,000","Performance, Environmental impact",3586,3
16/08/2025 20:57,68,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,10.6,53.85,Yes,Yes,Public stations,"<$40,000","Cost savings, Brand reputation",3540,3
1/08/2025 10:51,25,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,8.2,8.03,No,No,Public stations,"<$40,000","Environmental impact, Performance",3380,3
11/08/2025 15:55,44,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,No - I don't own a car,0,0,Yes,No,Home,Not sure/ Just exploring,"Charging convenience, Brand reputation",3122,3
15/08/2025 7:51,72,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,7.8,25.18,Yes,No,Home,">$80,000","Environmental impact, Charging convenience",3174,3
11/08/2025 18:25,210,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,10.2,146.05,Yes,No,Work,">$80,000","Cost savings, Environmental impact",3097,1
6/08/2025 7:39,19,Mostly short trips (<10 km),Occasionally,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,10,32.93,Yes,No,No preference,"$60,000 -$80,000","Tech features, Cost savings",3013,3
21/08/2025 7:34,44,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,3.3,19.65,Yes,No,Home,"$40,000-$60,000","Cost savings, Environmental impact",3235,3
29/08/2025 4:44,19,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,6.7,18.4,Yes,No,Public stations,"<$40,000","Brand reputation, Performance",3933,3
11/08/2025 13:56,44,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,7.3,11.55,No,No,Home,">$80,000","Performance, Environmental impact",3166,3
4/08/2025 0:07,37,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,8.1,40.97,No,Yes,Work,"<$40,000","Environmental impact, Charging convenience",3083,3
28/08/2025 2:52,65,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.9,44.95,Yes,No,No preference,"$60,000 -$80,000","Performance, Tech features",3221,3
27/07/2025 6:51,40,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Electric,0,13.6,Yes,No,Public stations,">$80,000","Brand reputation, Tech features",3158,3
26/07/2025 3:37,206,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Hybrid,2.9,30.8,No,Yes,Home,">$80,000","Tech features, Brand reputation",3076,1
21/08/2025 12:09,70,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,3.1,0.91,Yes,Yes,Home,"<$40,000","Tech features, Environmental impact",3129,3
14/08/2025 3:49,42,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,8.4,22.87,Yes,No,Work,"<$40,000","Cost savings, Tech features",3530,3
15/08/2025 21:53,224,Mostly long trips (>50 km),A few times a week,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Diesel,7,88.49,Yes,No,Home,"$60,000 -$80,000","Environmental impact, Tech features",3900,1
11/08/2025 21:01,210,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,9.1,141.11,Yes,No,No preference,"$60,000 -$80,000","Cost savings, Environmental impact",3044,1
19/08/2025 17:11,95,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,7,37.76,Yes,No,Work,"<$40,000","Cost savings, Tech features",3864,3
5/08/2025 6:01,88,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Hybrid,4.5,48.03,Yes,No,Home,"<$40,000","Tech features, Environmental impact",3980,3
20/08/2025 5:06,211,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Diesel,8,131.41,No,Yes,Home,"<$40,000","Brand reputation, Performance",3031,1
13/08/2025 10:28,205,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,9.9,148.8,Yes,Yes,Home,">$80,000","Performance, Tech features",3844,1
24/07/2025 12:00,225,Mostly long trips (>50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,6.9,97.83,Yes,Yes,Home,Not sure/ Just exploring,"Charging convenience, Cost savings",3936,1
18/08/2025 20:33,69,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,No - I don't own a car,0,16,Yes,No,Work,"$40,000-$60,000","Environmental impact, Charging convenience",3170,3
8/08/2025 19:13,80,Mostly long trips (>50 km),Weekly,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Hybrid,2,29.73,Yes,No,No preference,"<$40,000","Environmental impact, Brand reputation",3000,3
15/08/2025 6:05,40,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.3,31.21,Yes,No,Home,"<$40,000","Environmental impact, Performance",3145,3
3/08/2025 11:26,44,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Hybrid,6.9,42.26,Yes,Yes,Home,"<$40,000","Cost savings, Environmental impact",3862,3
3/08/2025 12:07,85,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Electric,0,38.4,Yes,No,Home,">$80,000","Brand reputation, Environmental impact",3945,3
6/08/2025 23:42,75,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,8.9,63.06,Yes,Yes,Work,"$40,000-$60,000","Tech features, Cost savings",3270,3
20/08/2025 5:52,40,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,7.7,12.58,Yes,Yes,Work,Not sure/ Just exploring,"Cost savings, Brand reputation",3658,3
18/08/2025 19:57,40,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Electric,0,0,No,No,No preference,"<$40,000","Cost savings, Tech features",3054,3
20/08/2025 11:32,93,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,Yes - Petrol,8.3,40.6,Yes,Yes,Work,Not sure/ Just exploring,"Performance, Environmental impact",3324,3
23/07/2025 8:43,94,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Petrol,10.5,58.37,Yes,No,Home,">$80,000","Tech features, Performance",3802,3
4/08/2025 5:27,523,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,8.5,310.94,No,Yes,Work,"$40,000-$60,000","Charging convenience, Brand reputation",3317,2
14/08/2025 1:32,66,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Hybrid,4.6,9.26,No,No,Work,">$80,000","Brand reputation, Performance",3173,3
21/08/2025 20:07,75,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,6.3,24.64,Yes,Yes,Work,"$40,000-$60,000","Environmental impact, Charging convenience",3616,3
1/08/2025 6:11,205,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,10.6,176.32,Yes,No,No preference,"<$40,000","Tech features, Brand reputation",3223,1
11/08/2025 8:52,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,8,5.01,Yes,No,Public stations,"$60,000 -$80,000","Cost savings, Environmental impact",3083,3
3/08/2025 18:10,520,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,8.2,269.42,Yes,No,Home,">$80,000","Performance, Tech features",3283,2
14/08/2025 23:11,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,6.5,31.16,No,No,Work,"$40,000-$60,000","Environmental impact, Charging convenience",3786,3
24/08/2025 3:30,44,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Hybrid,6.3,16.32,No,No,Home,Not sure/ Just exploring,"Cost savings, Environmental impact",3580,3
11/08/2025 8:34,212,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,6.8,95.7,Yes,No,Home,"$40,000-$60,000","Brand reputation, Tech features",3501,1
29/08/2025 21:17,73,Mostly long trips (>50 km),Occasionally,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,6,33.91,No,No,Work,"$40,000-$60,000","Environmental impact, Charging convenience",3542,3
13/08/2025 20:50,44,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,8.6,20.97,Yes,No,Home,"$40,000-$60,000","Tech features, Cost savings",3475,3
13/08/2025 0:18,16,Mostly short trips (<10 km),Occasionally,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,8.5,25.97,Yes,No,Home,Not sure/ Just exploring,"Cost savings, Performance",3124,3
17/08/2025 12:53,42,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,6.9,5.25,Yes,Yes,No preference,"$60,000 -$80,000","Brand reputation, Cost savings",3176,3
13/08/2025 9:24,86,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,Yes - Hybrid,5.4,45.05,Yes,Yes,Home,"$60,000 -$80,000","Environmental impact, Performance",3065,3
24/08/2025 10:27,87,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,9.9,41.85,No,No,Home,Not sure/ Just exploring,"Tech features, Cost savings",3172,3
8/08/2025 14:33,213,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,7.1,114.88,Yes,No,Home,Not sure/ Just exploring,"Brand reputation, Performance",3271,1
26/08/2025 5:29,39,Mostly medium trips (10-50 km),Occasionally,A mix of city/suburban and highway driving,No,Yes - Electric,0,25.36,No,No,Home,"$60,000 -$80,000","Brand reputation, Cost savings",3953,3
2/08/2025 13:45,213,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Diesel,9.1,123.93,Yes,Yes,Public stations,">$80,000","Cost savings, Performance",3026,1
27/07/2025 4:52,212,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,9.4,166.11,No,No,Home,Not sure/ Just exploring,"Environmental impact, Charging convenience",3161,1
29/08/2025 16:17,37,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,No,Yes - Petrol,10.4,21.21,No,No,Home,"$40,000-$60,000","Environmental impact, Brand reputation",3019,3
20/08/2025 7:23,206,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,9.5,147.49,No,No,Public stations,"$40,000-$60,000","Brand reputation, Environmental impact",3093,1
16/08/2025 15:06,66,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,7.6,21.78,Yes,No,Work,">$80,000","Environmental impact, Brand reputation",3235,3
13/08/2025 3:48,68,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,3.1,24.46,Yes,No,Home,">$80,000","Cost savings, Tech features",3016,3
24/08/2025 16:34,40,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.6,39.36,Yes,No,Work,"$40,000-$60,000","Tech features, Cost savings",3915,3
24/07/2025 13:59,19,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,5.6,0,Yes,No,Home,Not sure/ Just exploring,"Tech features, Environmental impact",3220,3
27/07/2025 3:33,526,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,No - I don't own a car,0,4,No,No,Home,">$80,000","Brand reputation, Cost savings",3183,0
5/08/2025 22:20,16,Mostly short trips (<10 km),Occasionally,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Diesel,5,18.28,No,No,Public stations,"<$40,000","Brand reputation, Tech features",3241,3
21/08/2025 22:10,205,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,Yes,No - I don't own a car,0,11,No,Yes,No preference,Not sure/ Just exploring,"Performance, Tech features",3623,1
7/08/2025 20:45,43,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,9.8,33.9,No,No,Home,Not sure/ Just exploring,"Cost savings, Environmental impact",3218,3
6/08/2025 19:20,214,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,7.3,103.54,No,No,Home,Not sure/ Just exploring,"Tech features, Charging convenience",3754,1
20/08/2025 16:32,528,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,7,280.99,Yes,No,Home,"$40,000-$60,000","Cost savings, Tech features",3889,2
19/08/2025 7:46,208,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,10.9,148.23,No,No,Home,Not sure/ Just exploring,"Charging convenience, Performance",3896,1
31/07/2025 13:58,40,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,9.6,12.15,Yes,No,Public stations,"$40,000-$60,000","Environmental impact, Performance",3111,3
3/08/2025 6:13,74,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,9.5,31.54,No,Yes,Home,">$80,000","Charging convenience, Environmental impact",3444,3
10/08/2025 4:03,209,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,7.9,110.97,No,No,Work,"$40,000-$60,000","Charging convenience, Environmental impact",3918,1
25/07/2025 11:10,38,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,7.7,41.45,Yes,No,Home,">$80,000","Cost savings, Environmental impact",3177,3
21/08/2025 13:21,70,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,10.1,33.84,Yes,Yes,Home,">$80,000","Tech features, Performance",3735,3
23/08/2025 16:26,91,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,7.5,30.04,Yes,Yes,Home,Not sure/ Just exploring,"Tech features, Performance",3222,3
9/08/2025 17:09,68,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,5.4,30.24,No,Yes,Work,"$60,000 -$80,000","Environmental impact, Performance",3065,3
18/08/2025 13:27,91,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Electric,0,5.84,No,No,Home,"$60,000 -$80,000","Charging convenience, Brand reputation",3176,3
28/08/2025 22:29,17,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,8.2,19.22,No,No,Home,"$60,000 -$80,000","Brand reputation, Environmental impact",3750,3
28/07/2025 21:10,220,Mostly long trips (>50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,6.8,96.69,Yes,Yes,Home,"$60,000 -$80,000","Charging convenience, Brand reputation",3945,1
6/08/2025 2:52,42,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,Yes,Yes - Electric,0,27.08,No,No,Home,Not sure/ Just exploring,"Performance, Tech features",3040,3
1/08/2025 22:55,25,Mostly short trips (<10 km),Occasionally,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,6.5,0,No,No,Home,"<$40,000","Brand reputation, Performance",3221,3
28/08/2025 17:51,43,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,Yes,No - I don't own a car,0,11,No,Yes,Public stations,"<$40,000","Tech features, Performance",3461,3
8/08/2025 12:11,18,Mostly short trips (<10 km),Occasionally,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,9.4,27.41,Yes,No,Work,"$60,000 -$80,000","Cost savings, Environmental impact",3469,3
6/08/2025 3:54,207,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,10.5,148.36,Yes,No,Work,"<$40,000","Charging convenience, Performance",3061,1
5/08/2025 13:55,74,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Electric,0,31.76,Yes,No,Home,"$40,000-$60,000","Brand reputation, Charging convenience",3129,3
19/08/2025 11:45,79,Mostly long trips (>50 km),Weekly,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Hybrid,3.3,10.11,No,Yes,Home,"$40,000-$60,000","Environmental impact, Charging convenience",3987,3
9/08/2025 4:00,522,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Hybrid,4.5,155.23,No,No,Home,Not sure/ Just exploring,"Brand reputation, Cost savings",3537,0
15/08/2025 5:24,208,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Electric,0,36.92,No,No,Home,"<$40,000","Charging convenience, Environmental impact",3395,1
30/07/2025 6:32,89,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,9,52.73,No,No,Home,"$40,000-$60,000","Charging convenience, Cost savings",3664,3
1/08/2025 17:58,44,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,2.1,0,Yes,No,Work,Not sure/ Just exploring,"Brand reputation, Cost savings",3324,3
20/08/2025 19:29,44,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,No,Yes - Hybrid,3.7,5.94,No,No,Public stations,Not sure/ Just exploring,"Charging convenience, Brand reputation",3018,3
29/08/2025 7:27,72,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,8.7,27.93,Yes,No,No preference,"<$40,000","Tech features, Charging convenience",3067,3
12/08/2025 18:56,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Hybrid,5.2,20.73,No,No,Home,Not sure/ Just exploring,"Environmental impact, Cost savings",3585,3
26/08/2025 6:14,36,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Hybrid,3.2,0,No,No,Home,"<$40,000","Brand reputation, Environmental impact",3381,3
1/08/2025 10:06,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.8,20.95,No,No,Home,"<$40,000","Brand reputation, Performance",3038,3
