,Suburb,Population,Dwellings,Income,Vehicles_per_Dwelling,Public_Chargers,EV_Count,Distance_km,ETA_min,Avg_Congestion,Charger_to_Pop_Ratio,EVs_per_Public_Charger,Cluster,Cluster_Label,Suburb_clean
142,gowanbrae,3189,1200.0,2162.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",gowanbrae
143,greensborough,21338,8265.0,2078.0,1.9,1.0,1.0,3.7434042553191493,7.307191489361703,455.3333333333333,4.686474833630143e-05,0.9999900000999989,1,Moderate Priority Area,greensborough
144,greenvale bulla,25723,7079.0,2250.0,2.4,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",greenvale bulla
145,hadfield,6654,2610.0,1538.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",hadfield
146,hallam,11944,3887.0,1496.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",hallam
147,hampton,19208,7874.0,2415.0,1.7,1.0,2.0,3.7434042553191493,7.307191489361703,455.3333333333333,5.2061640982923784e-05,1.9999800001999979,1,Moderate Priority Area,hampton
148,hampton park (east),13383,4070.0,1623.0,2.1,1.0,2.0,3.7434042553191493,7.307191489361703,455.3333333333333,7.472166180975865e-05,1.9999800001999979,1,Moderate Priority Area,hampton park (east)
149,hampton park (west),13768,4556.0,1462.0,2.0,1.0,2.0,3.7434042553191493,7.307191489361703,455.3333333333333,7.26321905868681e-05,1.9999800001999979,1,Moderate Priority Area,hampton park (west)
150,hastings somers,23960,10861.0,1407.0,1.9,1.0,0.0,0.93,4.3533333333333335,455.3333333333333,4.1736227045075125e-05,0.0,1,Moderate Priority Area,hastings somers
151,hawthorn east,17318,8183.0,2228.0,1.5,1.0,7.0,3.7434042553191493,7.307191489361703,455.3333333333333,5.774338838203026e-05,6.999930000699993,1,Moderate Priority Area,hawthorn east
152,hawthorn (north),10820,4865.0,2300.0,1.4,1.0,7.0,3.7434042553191493,7.307191489361703,455.3333333333333,9.242144177449168e-05,6.999930000699993,1,Moderate Priority Area,hawthorn (north)
153,hawthorn (south),13481,6789.0,2055.0,1.3,1.0,7.0,3.7434042553191493,7.307191489361703,455.3333333333333,7.417847340701729e-05,6.999930000699993,1,Moderate Priority Area,hawthorn (south)
154,heidelberg rosanna,16915,7063.0,2102.0,1.6,2.0,10.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0001182382500738989,4.999975000125,1,Moderate Priority Area,heidelberg rosanna
155,heidelberg west,16703,7053.0,1618.0,1.5,2.0,10.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0001197389690474765,4.999975000125,1,Moderate Priority Area,heidelberg west
156,highett (east) cheltenham,25866,16160.0,1867.0,1.3,2.0,1.0,3.7434042553191493,7.307191489361703,455.3333333333333,7.732158045310446e-05,0.49999750001249993,1,Moderate Priority Area,highett (east) cheltenham
157,highett (west) cheltenham,13098,16160.0,1867.0,1.3,2.0,1.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.00015269506794930523,0.49999750001249993,1,Moderate Priority Area,highett (west) cheltenham
158,hillside,16120,5274.0,2212.0,2.4,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",hillside
159,hoppers crossing (north),18410,6833.0,1705.0,2.1,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",hoppers crossing (north)
160,hoppers crossing (south),18967,7135.0,1470.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",hoppers crossing (south)
161,hughesdale,8088,3348.0,2057.0,1.6,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",hughesdale
162,hurstbridge,3540,1307.0,2168.0,2.3,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",hurstbridge
163,ivanhoe,13151,29403.0,2055.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",ivanhoe
164,ivanhoe east eaglemont,8100,3142.0,2914.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",ivanhoe east eaglemont
165,keilor,8701,25042.0,1935.0,1.9,1.0,9.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.00011492931846914148,8.999910000899991,1,Moderate Priority Area,keilor
166,keilor downs,13068,4918.0,1553.0,2.0,1.0,9.0,3.7434042553191493,7.307191489361703,455.3333333333333,7.652280379553107e-05,8.999910000899991,1,Moderate Priority Area,keilor downs
167,keilor east,15497,5948.0,1913.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",keilor east
168,kensington,11699,1959.0,1840.0,2.5,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",kensington
169,kew east,6780,2588.0,2485.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",kew east
170,kew (south),12352,4961.0,2577.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",kew (south)
171,kew (west),13675,5685.0,2459.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",kew (west)
172,keysborough (north),15095,5187.0,1525.0,2.0,1.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,6.62471016893011e-05,0.0,1,Moderate Priority Area,keysborough (north)
173,keysborough (south),16874,4605.0,2493.0,2.3,1.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,5.926277112717791e-05,0.0,1,Moderate Priority Area,keysborough (south)
174,kilsyth,10676,4170.0,1654.0,1.9,1.0,1.0,3.7434042553191493,7.307191489361703,455.3333333333333,9.366804046459348e-05,0.9999900000999989,1,Moderate Priority Area,kilsyth
175,kingsbury,12508,4469.0,1727.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",kingsbury
176,kings park,13931,6893.0,1753.0,1.5,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",kings park
177,knoxfield scoresby,17142,6270.0,1953.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",knoxfield scoresby
178,koo wee rup,12009,1259.0,1763.0,2.1,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",koo wee rup
179,kurunjang toolern vale,12069,4293.0,1556.0,2.2,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",kurunjang toolern vale
180,lalor (east),10195,4018.0,1224.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",lalor (east)
181,lalor (west),13933,4793.0,1450.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",lalor (west)
182,langwarrin,25747,9504.0,1950.0,2.2,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",langwarrin
183,laverton,12754,379.0,966.0,1.4,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",laverton
184,lilydale coldstream,20533,7930.0,1784.0,2.1,1.0,1.0,3.7434042553191493,7.307191489361703,455.3333333333333,4.870208931963181e-05,0.9999900000999989,1,Moderate Priority Area,lilydale coldstream
185,lynbrook lyndhurst,19435,5218.0,2330.0,2.2,1.0,1.0,3.7434042553191493,7.307191489361703,455.3333333333333,5.145356315924878e-05,0.9999900000999989,1,Moderate Priority Area,lynbrook lyndhurst
186,lysterfield,6614,2144.0,2756.0,2.6,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",lysterfield
187,malvern east,23738,9793.0,2386.0,1.7,1.0,5.0,3.7434042553191493,7.307191489361703,455.3333333333333,4.2126548150644534e-05,4.999950000499995,1,Moderate Priority Area,malvern east
188,malvern glen iris,21680,9903.0,2364.0,1.6,1.0,4.0,3.7434042553191493,7.307191489361703,455.3333333333333,4.6125461254612545e-05,3.9999600003999958,1,Moderate Priority Area,malvern glen iris
189,manor lakes quandong,12575,3394.0,2309.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",manor lakes quandong
190,maribyrnong,13818,40427.0,1998.0,1.4,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",maribyrnong
191,meadow heights,14960,4788.0,1274.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",meadow heights
192,melbourne airport,130,32.0,1437.0,2.9,4.0,83.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.03076923076923077,20.749948125129688,0,Moderate Priority Area,melbourne airport
193,melbourne cbd (east),13697,7427.0,1511.0,0.4,4.0,83.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.00029203475213550415,20.749948125129688,0,Moderate Priority Area,melbourne cbd (east)
194,melbourne cbd (north),23579,13175.0,1089.0,0.3,4.0,83.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.00016964247847661053,20.749948125129688,0,Moderate Priority Area,melbourne cbd (north)
195,melbourne cbd (west),21528,13401.0,1446.0,0.4,4.0,83.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0001858045336306206,20.749948125129688,0,Moderate Priority Area,melbourne cbd (west)
196,melton,8046,60338.0,1887.0,2.1,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",melton
197,melton south weir views,21758,6151.0,1363.0,1.7,1.0,0.0,9.819354838709677,12.291935483870969,455.3333333333333,4.596010662744738e-05,0.0,2,"Remote Area, Infrastructure Gap ❌",melton south weir views
198,melton west,22691,7428.0,1621.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",melton west
199,mentone,13987,6339.0,1889.0,1.6,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",mentone
200,mernda (north),12038,4167.0,1897.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",mernda (north)
201,mernda (south),13526,3918.0,2109.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",mernda (south)
202,mickleham yuroke,35371,7711.0,1982.0,2.1,3.0,18.0,3.7434042553191493,7.307191489361703,455.3333333333333,8.481524412654434e-05,5.9999800000666665,1,Moderate Priority Area,mickleham yuroke
203,mill park (north),17706,6485.0,1798.0,2.1,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",mill park (north)
204,mill park (south),11322,4285.0,1647.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",mill park (south)
205,mitcham,17472,27143.0,1996.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",mitcham
206,monbulk silvan,5834,2206.0,1872.0,2.5,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",monbulk silvan
207,montmorency briar hill,16957,6822.0,2068.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",montmorency briar hill
208,montrose,6921,2516.0,2094.0,2.3,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",montrose
209,moonee ponds,17823,8081.0,2111.0,1.4,1.0,16.0,3.7434042553191493,7.307191489361703,455.3333333333333,5.610727711384166e-05,15.999840001599983,1,Moderate Priority Area,moonee ponds
210,moorabbin airport,26,6026.0,1935.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",moorabbin airport
211,moorabbin heatherton,9708,3828.0,2046.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",moorabbin heatherton
212,mooroolbark,24258,8663.0,1992.0,2.1,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",mooroolbark
213,mordialloc parkdale,22229,9088.0,2090.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",mordialloc parkdale
214,mornington (east),15111,6226.0,1502.0,1.9,1.0,4.0,3.7434042553191493,7.307191489361703,455.3333333333333,6.617695718350871e-05,3.9999600003999958,1,Moderate Priority Area,mornington (east)
215,mornington (west),10843,5704.0,1389.0,1.7,1.0,4.0,3.7434042553191493,7.307191489361703,455.3333333333333,9.222539887485013e-05,3.9999600003999958,1,Moderate Priority Area,mornington (west)
216,mount dandenong olinda,9609,4056.0,2102.0,2.2,1.0,5.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.00010406910188365075,4.999950000499995,1,Moderate Priority Area,mount dandenong olinda
217,mount eliza,19009,6880.0,2547.0,2.3,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",mount eliza
218,mount evelyn,10032,3570.0,2045.0,2.4,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",mount evelyn
219,mount martha,20166,8480.0,2097.0,2.1,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",mount martha
220,mount waverley (north),17214,6323.0,2049.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",mount waverley (north)
221,mount waverley (south),20581,7554.0,2079.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",mount waverley (south)
222,mulgrave,20981,24619.0,1647.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",mulgrave
223,murrumbeena,10045,4269.0,2089.0,1.6,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",murrumbeena
224,narre warren north,8184,23767.0,1780.0,2.1,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",narre warren north
225,narre warren (north east),13643,4636.0,1920.0,2.2,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",narre warren (north east)
226,narre warren south (east),13030,3906.0,2352.0,2.5,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",narre warren south (east)
227,narre warren (south west),15452,5483.0,1615.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",narre warren (south west)
228,narre warren south (west),17141,5007.0,2011.0,2.3,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",narre warren south (west)
229,newport,19943,5459.0,2607.0,2.1,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",newport
230,niddrie essendon west,7925,3095.0,2239.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",niddrie essendon west
231,noble park (east),13699,5408.0,1359.0,1.6,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",noble park (east)
232,noble park north,7651,2874.0,1453.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",noble park north
233,noble park (west),20330,7179.0,1399.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",noble park (west)
234,northcote (east),15920,6855.0,2251.0,1.4,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",northcote (east)
235,northcote (west),10953,4847.0,2318.0,1.3,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",northcote (west)
236,north melbourne,19221,9297.0,1718.0,0.9,4.0,83.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.00020810571770459393,20.749948125129688,0,Moderate Priority Area,north melbourne
237,nunawading,13230,5080.0,1938.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",nunawading
238,oakleigh huntingdale,25104,9743.0,1956.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",oakleigh huntingdale
239,oak park,8488,3451.0,2204.0,1.6,1.0,6.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.000117813383600377,5.999940000599993,1,Moderate Priority Area,oak park
240,ormond glen huntly,14736,6329.0,1978.0,1.4,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",ormond glen huntly
241,pakenham (north east),16379,5916.0,1651.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",pakenham (north east)
242,pakenham (north west),9658,2676.0,1887.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",pakenham (north west)
243,pakenham (south east),6706,2937.0,1235.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",pakenham (south east)
244,pakenham (south west),28217,9281.0,1803.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",pakenham (south west)
245,parkville,8293,2823.0,1885.0,1.2,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",parkville
246,pascoe vale,18434,34133.0,1947.0,1.6,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",pascoe vale
247,pascoe vale south,10869,4132.0,2245.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",pascoe vale south
248,pearcedale tooradin,8253,2999.0,1895.0,2.6,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",pearcedale tooradin
249,plenty yarrambat,9609,3215.0,2554.0,2.6,1.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.00010406910188365075,0.0,1,Moderate Priority Area,plenty yarrambat
250,point cook (east),21519,6694.0,2381.0,1.9,1.0,110.0,3.7434042553191493,7.307191489361703,455.3333333333333,4.647056089967006e-05,109.99890001099989,0,"Urban EV-Ready, Charger Shortage ⚡",point cook (east)
251,point cook (north east),14817,4960.0,2185.0,1.9,1.0,110.0,3.7434042553191493,7.307191489361703,455.3333333333333,6.74900452183303e-05,109.99890001099989,0,"Urban EV-Ready, Charger Shortage ⚡",point cook (north east)
252,point cook (north west),10165,3158.0,2439.0,1.9,1.0,110.0,3.7434042553191493,7.307191489361703,455.3333333333333,9.837678307919331e-05,109.99890001099989,0,"Urban EV-Ready, Charger Shortage ⚡",point cook (north west)
253,point cook (south),20596,6089.0,2522.0,1.8,1.0,110.0,3.7434042553191493,7.307191489361703,455.3333333333333,4.855311711011847e-05,109.99890001099989,0,"Urban EV-Ready, Charger Shortage ⚡",point cook (south)
254,point nepean,20258,20509.0,1430.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",point nepean
255,port melbourne,16884,8981.0,2347.0,1.3,4.0,40.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.00023691068467187872,9.9999750000625,0,Moderate Priority Area,port melbourne
256,port melbourne industrial,2611,1089.0,2407.0,1.2,4.0,83.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0015319800842589046,20.749948125129688,0,Moderate Priority Area,port melbourne industrial
257,prahran windsor,20928,12206.0,2098.0,1.1,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",prahran windsor
258,preston (east),22596,9976.0,1787.0,1.4,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",preston (east)
259,preston (west),13470,5501.0,1970.0,1.5,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",preston (west)
260,research north warrandyte,7034,2359.0,2831.0,2.6,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",research north warrandyte
261,reservoir (north east),15976,6938.0,1544.0,1.5,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",reservoir (north east)
262,reservoir (north west),9834,3896.0,1442.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",reservoir (north west)
263,reservoir (south east),13875,6041.0,1401.0,1.4,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",reservoir (south east)
264,reservoir (south west),15161,6457.0,1743.0,1.5,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",reservoir (south west)
265,richmond (north),15319,8221.0,2009.0,1.1,2.0,56.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.00013055682485801944,27.999860000699996,0,"Urban EV-Ready, Charger Shortage ⚡",richmond (north)
266,richmond (south) cremorne,19230,16160.0,1867.0,1.3,2.0,56.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.00010400416016640666,27.999860000699996,0,"Urban EV-Ready, Charger Shortage ⚡",richmond (south) cremorne
267,ringwood,19633,27664.0,1888.0,1.7,1.0,2.0,3.7434042553191493,7.307191489361703,455.3333333333333,5.093465084296847e-05,1.9999800001999979,1,Moderate Priority Area,ringwood
268,ringwood east,21866,8512.0,1945.0,1.8,1.0,2.0,3.7434042553191493,7.307191489361703,455.3333333333333,4.5733101618951796e-05,1.9999800001999979,1,Moderate Priority Area,ringwood east
269,ringwood north,9803,3517.0,2330.0,2.1,1.0,2.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.00010200958890135672,1.9999800001999979,1,Moderate Priority Area,ringwood north
270,rockbank mount cottrell,31389,5104.0,2123.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",rockbank mount cottrell
271,rosebud mccrae,23281,14611.0,1155.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",rosebud mccrae
272,rowville (central),15731,5747.0,2083.0,2.2,1.0,4.0,3.7434042553191493,7.307191489361703,455.3333333333333,6.356874960269532e-05,3.9999600003999958,1,Moderate Priority Area,rowville (central)
273,rowville (north),7894,2745.0,2285.0,2.2,1.0,4.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0001266784899923993,3.9999600003999958,1,Moderate Priority Area,rowville (north)
274,rowville (south),10594,3623.0,2363.0,2.3,1.0,4.0,3.7434042553191493,7.307191489361703,455.3333333333333,9.439305267132339e-05,3.9999600003999958,1,Moderate Priority Area,rowville (south)
275,roxburgh park (north),15427,3921.0,1619.0,2.2,1.0,6.0,3.7434042553191493,7.307191489361703,455.3333333333333,6.482141699617554e-05,5.999940000599993,1,Moderate Priority Area,roxburgh park (north)
276,roxburgh park (south) somerton,9731,16160.0,1867.0,1.3,1.0,6.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0001027643613194944,5.999940000599993,1,Moderate Priority Area,roxburgh park (south) somerton
278,sandringham black rock,18022,7703.0,2356.0,1.8,1.0,2.0,3.7434042553191493,7.307191489361703,455.3333333333333,5.5487737210076573e-05,1.9999800001999979,1,Moderate Priority Area,sandringham black rock
279,seabrook,4963,1806.0,2042.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",seabrook
280,seaford,18072,8180.0,1500.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",seaford
281,seddon kingsville,9782,4351.0,2364.0,1.3,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",seddon kingsville
282,skye sandhurst,13607,4673.0,2224.0,2.2,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",skye sandhurst
283,somerville,18972,7400.0,1781.0,2.2,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",somerville
